Statistics	EXPERIMENT_2_T_B01	EXPERIMENT_2_T_B02	EXPERIMENT_2_T_G01	EXPERIMENT_2_T_G02	EXPERIMENT_2_T_KE008_A01	EXPERIMENT_2_T_KE008_A02	EXPERIMENT_2_T_KE008_A03	EXPERIMENT_2_T_KE008_A04	EXPERIMENT_2_T_KE008_A05	EXPERIMENT_2_T_KE008_A06	EXPERIMENT_2_T_KE008_A07	EXPERIMENT_2_T_KE008_A08	EXPERIMENT_2_T_KE008_A09	EXPERIMENT_2_T_KE008_A10	EXPERIMENT_2_T_KE008_B01	EXPERIMENT_2_T_KE008_B02	EXPERIMENT_2_T_KE008_B03	EXPERIMENT_2_T_KE008_B04	EXPERIMENT_2_T_KE008_B05	EXPERIMENT_2_T_KE008_B06	EXPERIMENT_2_T_KE008_B07	EXPERIMENT_2_T_KE008_B08	EXPERIMENT_2_T_KE008_B09	EXPERIMENT_2_T_KE008_B10	EXPERIMENT_2_T_KE008_C01	EXPERIMENT_2_T_KE008_C02	EXPERIMENT_2_T_KE008_C03	EXPERIMENT_2_T_KE008_C04	EXPERIMENT_2_T_KE008_C05	EXPERIMENT_2_T_KE008_C06	EXPERIMENT_2_T_KE008_C07	EXPERIMENT_2_T_KE008_C08	EXPERIMENT_2_T_KE008_C09	EXPERIMENT_2_T_KE008_C10	EXPERIMENT_2_T_L01	EXPERIMENT_2_T_L02	EXPERIMENT_2_T_Neg_PCR1	EXPERIMENT_2_T_Neg_PCR2	EXPERIMENT_2_T_PL010_A01	EXPERIMENT_2_T_PL010_A02	EXPERIMENT_2_T_PL010_A03	EXPERIMENT_2_T_PL010_A04	EXPERIMENT_2_T_PL010_A05	EXPERIMENT_2_T_PL010_A06	EXPERIMENT_2_T_PL010_A07	EXPERIMENT_2_T_PL010_A08	EXPERIMENT_2_T_PL010_A09	EXPERIMENT_2_T_PL010_A10	EXPERIMENT_2_T_PL010_B01	EXPERIMENT_2_T_PL010_B02	EXPERIMENT_2_T_PL010_B03	EXPERIMENT_2_T_PL010_B04	EXPERIMENT_2_T_PL010_B05	EXPERIMENT_2_T_PL010_B06	EXPERIMENT_2_T_PL010_B07	EXPERIMENT_2_T_PL010_B08	EXPERIMENT_2_T_PL010_B09	EXPERIMENT_2_T_PL010_B10	EXPERIMENT_2_T_PL010_C01	EXPERIMENT_2_T_PL010_C02	EXPERIMENT_2_T_PL010_C03	EXPERIMENT_2_T_PL010_C04	EXPERIMENT_2_T_PL010_C05	EXPERIMENT_2_T_PL010_C06	EXPERIMENT_2_T_PL010_C07	EXPERIMENT_2_T_PL010_C08	EXPERIMENT_2_T_PL010_C09	EXPERIMENT_2_T_PL015_A01	EXPERIMENT_2_T_PL015_A02	EXPERIMENT_2_T_PL015_A03	EXPERIMENT_2_T_PL015_A04	EXPERIMENT_2_T_PL015_A05	EXPERIMENT_2_T_PL015_A06	EXPERIMENT_2_T_PL015_A07	EXPERIMENT_2_T_PL015_A08	EXPERIMENT_2_T_PL015_A09	EXPERIMENT_2_T_PL015_A10	EXPERIMENT_2_T_PL015_B01	EXPERIMENT_2_T_PL015_B02	EXPERIMENT_2_T_PL015_B03	EXPERIMENT_2_T_PL015_B04	EXPERIMENT_2_T_PL015_B05	EXPERIMENT_2_T_PL015_B06	EXPERIMENT_2_T_PL015_B07	EXPERIMENT_2_T_PL015_B08	EXPERIMENT_2_T_PL015_B09	EXPERIMENT_2_T_PL015_B10	EXPERIMENT_2_T_PL015_C01	EXPERIMENT_2_T_PL015_C02	EXPERIMENT_2_T_PL015_C03	EXPERIMENT_2_T_PL015_C04	EXPERIMENT_2_T_PL015_C05	EXPERIMENT_2_T_PL015_C06	EXPERIMENT_2_T_PL015_C07	EXPERIMENT_2_T_PL015_C08	EXPERIMENT_2_T_PL015_C09	EXPERIMENT_2_T_PL015_C10	EXPERIMENT_2_T_Q10_A10	EXPERIMENT_2_T_Q11_B01	EXPERIMENT_2_T_Q12_B02	EXPERIMENT_2_T_Q13_B03	EXPERIMENT_2_T_Q14_B04	EXPERIMENT_2_T_Q15_B05	EXPERIMENT_2_T_Q16_B06	EXPERIMENT_2_T_Q17_B07	EXPERIMENT_2_T_Q18_B08	EXPERIMENT_2_T_Q19_B09	EXPERIMENT_2_T_Q1_A01	EXPERIMENT_2_T_Q20_B10	EXPERIMENT_2_T_Q21_C01	EXPERIMENT_2_T_Q22_C02	EXPERIMENT_2_T_Q23_C03	EXPERIMENT_2_T_Q24_C04	EXPERIMENT_2_T_Q25_C05	EXPERIMENT_2_T_Q26_C06	EXPERIMENT_2_T_Q27_C07	EXPERIMENT_2_T_Q28_C08	EXPERIMENT_2_T_Q29_C09	EXPERIMENT_2_T_Q2_A02	EXPERIMENT_2_T_Q30_C10	EXPERIMENT_2_T_Q31_B01	EXPERIMENT_2_T_Q32_B02	EXPERIMENT_2_T_Q33_R01	EXPERIMENT_2_T_Q34_R02	EXPERIMENT_2_T_Q35_G01	EXPERIMENT_2_T_Q36_G02	EXPERIMENT_2_T_Q37_L01	EXPERIMENT_2_T_Q38_L02	EXPERIMENT_2_T_Q39_Z01	EXPERIMENT_2_T_Q3_A03	EXPERIMENT_2_T_Q40_Z02	EXPERIMENT_2_T_Q4_A04	EXPERIMENT_2_T_Q5_A05	EXPERIMENT_2_T_Q6_A06	EXPERIMENT_2_T_Q7_A07	EXPERIMENT_2_T_Q8_A08	EXPERIMENT_2_T_Q9_A09	EXPERIMENT_2_T_R01	EXPERIMENT_2_T_R02	EXPERIMENT_2_T_Z01	EXPERIMENT_2_T_Z02
#########
%_of_all_Symbionts_reads_in_lib	0.0	1.0699261320348472	0.053142022053939156	0.04265301770100234	63.736773714497865	62.584234930448225	59.816857440166494	46.79411448823972	37.043639475185394	17.226772098277323	37.36901359660518	22.916271122080882	50.15192872225369	42.76190042777828	79.4114142737996	45.65843309592362	68.3970730360348	62.029884979930515	68.73229461756374	31.583333333333336	45.02933248771207	46.24323463865011	43.49235104669887	45.89917595734367	52.335121489428836	51.878324468085104	56.05247465712581	59.52887753654037	36.859536333528155	28.253826388113062	29.063545150501675	26.394052044609666	50.106597632009745	46.21973652427581	0.9398496240601504	0.4273504273504274	0.14534883720930233	0.11795930404010617	70.47148852135275	42.85313114293738	43.608124253285546	53.20551836072226	19.77715877437326	22.683706070287542	19.61770623742455	17.305848513902205	43.88565378507147	45.66079552082118	53.42817413627125	58.831845895555354	54.876352395672335	44.712486724321046	35.368109507954124	26.39547610361182	51.53457918428591	56.661991584852736	41.766059291777964	38.1081177903561	68.58288770053476	59.57715133531158	73.96902131018153	51.39794292336666	57.08721056048475	53.727144866385366	28.404255319148934	29.827850690301688	61.57715398344962	33.4913112164297	39.478957915831664	34.93975903614458	57.65998707175177	8.992416034669557	7.108081791626096	21.71717171717172	10.820244328097731	56.71135055868148	52.98721521062121	44.82698357217756	58.9529448426301	42.34139502278303	36.31107795598657	38.84430176565008	35.14779518656114	18.42448861163499	23.923264999059622	51.397196678867964	52.23339601558881	44.58080733402336	42.46153846153846	62.02767620276762	50.61023794889806	44.85879232329537	17.95472287275566	31.515041681768757	35.26462395543176	43.16609577540466	44.86609923188707	60.38511313053743	63.39165545087483	50.83166999334664	77.17019470665399	35.75092162205482	53.195084485407065	38.96118340562785	24.899396378269618	33.38218053927315	61.473376601311635	55.14448336252189	62.670987836188395	60.9578701797722	56.75620922977189	53.969621889475384	44.94457831325301	20.667655786350146	19.703279541905257	21.16371933827724	18.55383392928089	55.29368440434542	63.95745120313953	63.411750994788804	0.11179429849077697	0.08205689277899343	0.8765462439583845	0.9350978682938426	0.007593014426727411	0.017356591165495098	0.3073770491803279	0.7103931490852472	0.014129615674453654	65.16760358109515	0.010886131069018071	65.3522607781283	19.45010183299389	27.02009405728944	13.761041376104139	27.406894961374377	61.69975523524612	0.9682625067240451	0.9917642964853266	0.12626262626262627	0.33322225924691773
%_of_PCR_contamination_reads_in_lib	77.19216417910447	3.176653748053927	0.13285505513484788	0.1492855619535082	5.55039910896603	3.2642967542503865	6.197710718002082	9.762646332295134	26.896748431260697	61.8469358938153	22.20490170607084	24.881336624264286	1.3931091311737138	1.7338672977154819	4.0986536399380435	8.637672374602213	4.680381057572829	4.054373123756197	16.156161473087817	40.166666666666664	18.931346123355002	21.537726838586437	1.6284219001610305	2.2297624818225885	12.212054275796781	8.144946808510637	9.242695289206917	3.5854500733172507	31.131891681278006	37.51536141213273	28.2943143812709	28.94317578332448	0.8261316480755321	1.1798807112729706	31.954887218045116	42.52136752136752	99.68604651162791	99.02683574166913	6.5218464576647746	12.019095759618084	16.08920748705695	7.354432947859606	33.54998452491489	42.38551650692226	49.26224010731053	40.84372003835091	2.512521887852751	1.8954858275982738	12.52540378650123	12.008482813466467	9.860896445131376	4.774187022707733	27.210506844247135	27.854797519153596	18.278543172827717	18.61851332398317	2.731864702615503	2.8283298703159705	9.512032085561497	2.195845697329377	3.7736779794790842	8.1051716644937	17.87491884873404	16.31504922644163	19.659574468085104	27.44162263507755	2.1881736631047035	28.988941548183256	25.718102872411492	13.436354112100576	15.061409179056238	56.39219934994583	42.745861733203505	44.94949494949495	41.012216404886566	2.3160176610293766	2.554909031306343	13.159734358615868	14.540355250856965	12.513144058885384	13.427825438269302	28.186195826645267	24.30948150541108	28.68127085449006	26.782019936054162	2.486385144183555	2.1202954241953504	17.921040958154666	13.73913043478261	4.646160464616046	9.377469488102555	15.681073490404119	31.251626333593546	25.860819137368612	18.133704735376043	1.7261065215931224	1.6275690263649574	1.3510246455337969	9.24026546619019	15.236194278110446	1.484091669024409	4.247475556980286	19.53917050691244	29.273718162607054	38.883299798792756	36.04923798358734	1.1179448842978015	13.02539404553415	1.452081316553727	4.741320159187595	8.65848223329687	9.684369277173326	7.575903614457831	49.272997032640944	44.820406038521604	61.8938961779806	47.55661501787843	0.9206407659731173	11.15356810905711	0.865757621164444	58.99944102850755	52.70787746170679	1.1714589989350372	0.07924558205880022	0.21260440394836752	0.36448841447539704	45.77356557377049	33.07707279096925	13.333647324792766	8.057464084946908	32.51687350315698	9.531320414601172	49.38900203665988	56.626763574177	60.3905160390516	46.68511472385564	1.1639923850965461	0.061476984553907627	0.08119707690523141	36.80555555555556	17.09430189936688
%_of_Extraction_contamination_reads_in_lib	10.307835820895523	94.84249229851933	1.1425534741596917	1.1196417146513116	11.537033599405977	9.261205564142195	10.039542143600416	11.738803565675008	21.684255561893895	8.302739339169726	18.567593314280764	25.099677235618	7.253952721841685	7.781924092108857	6.308828785893006	30.125776632823154	4.749413226563578	5.788106722433973	5.9578611898017	11.633333333333333	13.556365942603458	13.00541228907991	7.349033816425122	6.565681047018905	9.861154938466393	9.225398936170212	8.663429593662151	6.3147438626365835	12.935904928891487	11.1160764160429	14.849498327759198	13.70154009559214	7.440895420108882	8.305616975417603	42.76315789473684	47.22222222222222	0.16279069767441862	0.8552049542907697	8.383115280177735	17.523167649536646	11.190760653126244	12.507608034083992	18.074899411946767	17.51863684771033	21.495640509725018	24.256951102588687	8.783646210856375	7.529452933628835	13.25275430527329	13.846425731200847	13.601236476043276	10.94927426288373	21.69811320754717	20.539948923750455	14.772882280725685	14.410939691444598	7.378414830878269	7.141577702944758	7.867647058823529	4.66246290801187	6.531176006314128	12.031001014051862	13.287167279809564	16.268166901078292	22.97872340425532	27.93591273223112	2.5845483414848984	22.07740916271722	17.90247160988644	11.81246726034573	11.312217194570136	21.072589382448538	24.634858812074	16.91919191919192	20.418848167539267	3.624655307075569	3.142927388952631	20.386228591401608	13.100654409473355	15.439887837364177	16.69153301007087	9.438202247191011	14.181876918106928	26.708254751196865	18.65713748354335	5.740558878671547	8.175946365791841	18.497708117699247	16.615384615384617	9.521760952176095	8.578452893142506	15.119363395225463	34.99869893312516	15.077926785067053	10.696378830083566	2.525354288400833	2.873157566950384	3.158553408137435	11.013134078990115	16.20093147039255	4.2928058849250235	14.10883154351659	12.703533026113673	23.3789344900456	25.90543259557344	9.525205158264948	3.965476230928676	11.97460595446585	3.287175386169452	9.118979003705228	8.330294558567319	8.962619842723257	9.214457831325301	15.445103857566767	15.512753774076002	7.586993725042785	15.812475168851808	5.70674522801203	7.600950118764846	1.7498293458535203	18.64169927333706	27.59846827133479	13.668386991070697	12.334574847452256	0.6757782839787395	0.8591512626920073	44.97950819672131	63.44881276761386	84.91428033157497	9.910472621278368	64.14108425865447	11.341445095388313	22.5050916496945	9.897392047883711	14.086471408647142	17.191283292978206	2.7318466140875715	17.551679090140627	19.562695742953252	56.186868686868685	79.57347550816395
%_of_all_contaminants_reads_in_lib	87.5	98.0191	1.2754	1.2689	17.0874	12.5255	16.2373	21.5014	48.581	70.1497	40.7725	49.981	8.6471	9.5158	10.4075	38.7634	9.4298	9.8425	22.114	51.8	32.4877	34.5431	8.9775	8.7954	22.0732	17.3703	17.9061	9.9002	44.0678	48.6314	43.1438	42.6447	8.267	9.4855	74.718	89.7436	99.8488	99.882	14.905	29.5423	27.28	19.862	51.6249	59.9042	70.7579	65.1007	11.2962	9.4249	25.7782	25.8549	23.4621	15.7235	48.9086	48.3947	33.0514	33.0295	10.1103	9.9699	17.3797	6.8583	10.3049	20.1362	31.1621	32.5832	42.6383	55.3775	4.7727	51.0664	43.6206	25.2488	26.3736	77.4648	67.3807	61.8687	61.4311	5.9407	5.6978	33.546	27.641	27.953	30.1194	37.6244	38.4914	55.3895	45.4392	8.2269	10.2962	36.4187	30.3545	14.1679	17.9559	30.8004	66.2503	40.9387	28.8301	4.2515	4.5007	4.5096	20.2534	31.4371	5.7769	18.3563	32.2427	52.6527	64.7887	45.5744	5.0834	25.0	4.7393	13.8603	16.9888	18.647	16.7904	64.7181	60.3332	69.4809	63.3691	6.6274	18.7545	2.6156	77.6411	80.3063	14.8398	12.4138	0.8884	1.2236	90.7531	96.5259	98.2479	17.9679	96.658	20.8728	71.8941	66.5242	74.477	63.8764	3.8958	17.6132	19.6439	92.9924	96.6678
%_of_PCR_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_Extraction_Spikein_reads_in_lib	12.5	0.6889926794527809	0.013285505513484789	0.010663254425250585	2.6359754965658064	1.4219474497681608	2.3642039542143602	3.1682955643862103	7.109241300627496	6.156452979384355	5.984238330302243	7.689386747674199	0.8780965133645775	0.8874123964685537	2.8833551769331587	4.637066222154871	1.840857839753325	1.5077410867878707	2.673512747875354	9.416666666666666	2.774694783573807	8.818847500795925	0.49114331723027377	0.5513814832767814	2.6506784474597667	1.2134308510638296	2.7004003748189795	1.4616148715765573	9.370738359633743	8.91520500502737	2.5418060200668897	10.913436006372809	0.5310846309056992	0.4347906873037403	24.342105263157894	9.401709401709402	0.0	0.0	2.947420390027154	7.132827857343443	9.697331740342493	1.4100223168999797	7.304240173320952	12.566560170394037	4.627766599597585	10.977948226270374	0.6963391293724803	1.5105563979937013	3.4335223018504655	1.34311213219051	2.3415765069551777	2.0836494209275274	2.5342212356640768	9.996351696461145	5.599508934661029	6.311360448807854	1.0446142860920846	0.514078956795873	2.0320855614973263	1.3130563798219583	1.6525256511444357	3.331884687816891	4.349707855442545	8.673230192217533	6.765957446808511	0.8181353332197034	0.7765234927331309	6.358609794628752	7.882431529726119	5.238344683080147	3.684550743374273	6.067172264355363	23.953261927945473	9.343434343434344	22.338568935427574	0.8734877345107352	0.8891984920504836	9.37609227542817	4.50607665939545	9.481247809323518	6.713912719134651	10.048154093097914	14.230334356323695	12.781082257362542	15.309384991536582	1.91500758860816	1.024718611179244	5.751885258021588	6.6755852842809364	2.660070266007027	3.687768899815612	9.939148073022313	13.27088212334114	14.244291409931135	7.910863509749304	1.1149170528578145	1.2248287315756694	0.05688524823300198	2.408687984406182	3.6926147704590817	0.09002289153527611	0.6210931238980606	4.485407066052227	5.127349571794016	6.941649899396378	11.987104337631887	0.1121342893064664	1.838879159369527	0.12626794056988933	0.8508302456429258	1.1263725132693163	1.852849294409135	1.9469879518072288	11.839762611275964	16.29359708485164	9.355390758699372	14.4616607071911	0.1190695390658565	0.7538985851492306	0.03163345154254699	21.855785354946896	19.611597374179432	0.004096010485786844	0.007924558205880023	0.007593014426727411	0.008678295582747549	8.119877049180328	2.286882055274426	1.1303692539562924	1.2700395586092026	3.320269976050512	0.8487306594562115	5.39714867617108	4.510474561778538	7.810320781032078	7.379222875590914	0.13734022300788687	0.061476984553907627	0.05799791207516529	6.8813131313131315	2.932355881372876
%_of_all_Spikeins_in_lib	12.5	0.689	0.0133	0.0107	2.636	1.4219	2.3642	3.1683	7.1092	6.1565	5.9842	7.6894	0.8781	0.8874	2.8834	4.6371	1.8409	1.5077	2.6735	9.4167	2.7747	8.8188	0.4911	0.5514	2.6507	1.2134	2.7004	1.4616	9.3707	8.9152	2.5418	10.9134	0.5311	0.4348	24.3421	9.4017	0.0	0.0	2.9474	7.1328	9.6973	1.41	7.3042	12.5666	4.6278	10.9779	0.6963	1.5106	3.4335	1.3431	2.3416	2.0836	2.5342	9.9964	5.5995	6.3114	1.0446	0.5141	2.0321	1.3131	1.6525	3.3319	4.3497	8.6732	6.766	0.8181	0.7765	6.3586	7.8824	5.2383	3.6846	6.0672	23.9533	9.3434	22.3386	0.8735	0.8892	9.3761	4.5061	9.4812	6.7139	10.0482	14.2303	12.7811	15.3094	1.915	1.0247	5.7519	6.6756	2.6601	3.6878	9.9391	13.2709	14.2443	7.9109	1.1149	1.2248	0.0569	2.4087	3.6926	0.09	0.6211	4.4854	5.1273	6.9416	11.9871	0.1121	1.8389	0.1263	0.8508	1.1264	1.8528	1.947	11.8398	16.2936	9.3554	14.4617	0.1191	0.7539	0.0316	21.8558	19.6116	0.0041	0.0079	0.0076	0.0087	8.1199	2.2869	1.1304	1.27	3.3203	0.8487	5.3971	4.5105	7.8103	7.3792	0.1373	0.0615	0.058	6.8813	2.9324
%_of_sum_of_Spikeins_and_Contaminants	100.0	98.7081	1.2887	1.2796	19.7234	13.9474	18.6015	24.6697	55.6902	76.3062	46.7567	57.6704	9.5252	10.4032	13.2909	43.4005	11.2707	11.3502	24.7875	61.2167	35.2624	43.3619	9.4686	9.3468	24.7239	18.5837	20.6065	11.3618	53.4385	57.5466	45.6856	53.5581	8.7981	9.9203	99.0601	99.1453	99.8488	99.882	17.8524	36.6751	36.9773	21.272	58.9291	72.4708	75.3857	76.0786	11.9925	10.9355	29.2117	27.198	25.8037	17.8071	51.4428	58.3911	38.6509	39.3409	11.1549	10.484	19.4118	8.1714	11.9574	23.4681	35.5118	41.2564	49.4043	56.1956	5.5492	57.425	51.503	30.4871	30.0582	83.532	91.334	71.2121	83.7697	6.8142	6.587	42.9221	32.1471	37.4342	36.8333	47.6726	52.7217	68.1706	60.7486	10.1419	11.3209	42.1706	37.0301	16.828	21.6437	40.7395	79.5212	55.183	36.741	5.3664	5.7255	4.5665	22.6621	35.1297	5.8669	18.9774	36.7281	57.78	71.7303	57.5615	5.1955	26.8389	4.8656	14.7111	18.1152	20.4998	18.7374	76.5579	76.6268	78.8363	77.8308	6.7465	19.5084	2.6472	99.4969	99.9179	14.8439	12.4217	0.896	1.2323	98.873	98.8128	99.3783	19.2379	99.9783	21.7215	77.2912	71.0347	82.2873	71.2556	4.0331	17.6747	19.7019	99.8737	99.6002
Symbiont_to_Extraction_Spikein_Ratio	0.0	1.5528846153846154	4.0	4.0	24.179577464788732	44.01304347826087	25.301056338028168	14.769491525423728	5.210631895687061	2.7981651376146788	6.244573082489146	2.9802469135802467	57.11436950146628	48.187179487179485	27.541322314049587	9.84640522875817	37.155	41.14093959731544	25.70860927152318	3.353982300884956	16.228571428571428	5.243682310469314	88.55327868852459	83.24395604395605	19.74404761904762	42.75342465753425	20.757097791798106	40.728155339805824	3.9334719334719335	3.169172932330827	11.43421052631579	2.4184914841849148	94.34767025089606	106.30341880341881	0.03861003861003861	0.045454545454545456	0	0	23.90954773869347	6.0078740157480315	4.496919917864476	37.73381294964029	2.707627118644068	1.805084745762712	4.239130434782608	1.5764192139737991	63.0233918128655	30.227799227799228	15.560747663551401	43.80263157894737	23.435643564356436	21.45873786407767	13.956204379562044	2.6405109489051095	9.20341047503045	8.977777777777778	39.982278481012656	74.12891986062718	33.75	45.3728813559322	44.76119402985075	15.42608695652174	13.124378109452737	6.194594594594594	4.19811320754717	36.458333333333336	79.29850746268657	5.267080745341615	5.008474576271187	6.67	15.649122807017545	1.4821428571428572	0.2967479674796748	2.324324324324324	0.484375	64.92518248175182	59.58986175115207	4.78098788443616	13.08298755186722	4.465804066543438	5.408333333333333	3.865814696485623	2.4699205448354142	1.441543700340522	1.5626535626535627	26.83916083916084	50.973404255319146	7.750642673521851	6.3607214428857715	23.318059299191376	13.723809523809523	4.5133437990580845	1.3529411764705883	2.212468193384224	4.457746478873239	38.71686746987952	36.630508474576274	1061.525	26.31791907514451	13.765765765765765	857.2285714285714	57.561290322580646	11.85958904109589	7.598698481561822	3.5869565217391304	2.784841075794621	548.2121212121212	29.988095238095237	496.3333333333333	71.64516129032258	50.388489208633096	29.127906976744185	23.084158415841586	1.7456140350877194	1.20926517571885	2.2621951219512195	1.282967032967033	464.3814432989691	84.83561643835617	2004.578947368421	0.005115089514066497	0.0041841004184100415	214.0	118.0	1.0	2.0	0.03785488958990536	0.31063829787234043	0.0125	51.31147540983606	0.003278688524590164	77.0	3.6037735849056602	5.990521327014218	1.7619047619047619	3.7140625	449.2475247524753	15.75	17.1	0.01834862385321101	0.11363636363636363
%_of_all_Algae_reads_in_lib	0.0	0.043062042465798804	98.65816394313804	98.67775645126893	0.9374419899758677	4.91499227202473	1.9438085327783559	1.3532381054666522	0.7772390188248717	0.0	0.19052567766519443	0.0	4.678889632796004	2.992172567579867	0.4229715238889551	0.1666919230186392	1.6429656219798427	2.6242115559753096	0.141643059490085	0.65	5.88235294117647	0.0	1.2016908212560387	1.437227338826951	0.4891132849479331	1.2549867021276595	1.7803901524831758	0.9554893335225391	0.0	0.7261758462741593	0.7357859531772575	0.0	1.87116914759965	1.7131496311711478	0.0	0.4273504273504274	0.005813953488372093	0.0	0.538138731177487	0.0	0.9956192751891677	2.9924934063704605	0.09285051067780872	0.0	0.0	0.0	1.77546117196726	1.0789688557097865	0.25671194780190393	0.7864274984536538	0.47140649149922714	1.0620543164921865	0.4994450610432853	0.2918642831083546	0.42286181966989494	0.1753155680224404	1.1768439425594373	1.3989396002006163	0.38101604278074863	3.271513353115727	0.7646014206787687	0.39837751702158486	1.2984202553559836	0.0	0.0	0.0	0.440416309311328	0.7109004739336493	0.0	0.8381351492928235	0.3232062055591467	0.0	1.071080817916261	0.0	0.0	1.2783524873679009	1.7128339616456318	0.14854945823138763	0.6606419445310066	0.2979320014020329	5.072734054457292	1.6051364365971106	1.0983685995800356	0.0	0.0	1.5712882778323365	0.8339465293107677	0.14786337424220022	0.18729096989966557	1.0755001075500108	0.7199929756782861	2.8553596504914966	0.0	0.6886553098948894	0.724233983286908	1.7932701994761233	1.3286277766244552	2.4858853477821863	1.6243560588480994	0.2661343978709248	2.860155868206487	2.336111556339157	1.336405529953917	0.10010010010010009	0.0	0.4689331770222743	1.1621189982670155	0.6786339754816112	1.746706511216802	1.351722245094003	1.3005955998541388	0.5063018420769148	0.25060240963855424	0.0	0.0	0.0	0.03972983710766786	1.2668016939790094	1.4458329030259218	2.7887384912508533	0.0	0.0	1.3312034078807242	1.481892384499564	99.09643128321943	98.73296884491886	0.819672131147541	0.4768392370572207	0.4945365486058779	0.7287112221528211	0.010886131069018071	1.081568273997296	1.0183299389002036	0.0	0.0	0.0	2.0927386456350288	1.237224314147391	1.2005567799559216	0.0	0.03332222592469177
%_of_all_Rotifers_reads_in_lib	0.0	0.1788730994733181	0.0	0.0	15.602376090588454	18.553323029366307	19.637877211238294	27.182901943937278	6.488876212207644	6.467099689353289	15.683727375075776	19.413328270362634	35.64402327857032	43.84272321834896	6.874776599547242	10.774359751477498	18.68930921809563	23.995682531116135	6.338526912181303	6.550000000000001	13.825907721579197	10.394778732887614	45.83735909822867	43.3167716917111	22.451877563900283	28.282912234042552	21.560609932702956	28.153824322406695	9.701928696668615	13.473354932409787	24.515050167224082	20.047796070100905	39.22412152130049	42.146825470558724	0.0	0.0	0.0	0.0	11.1379906196001	20.47177759056445	18.418956590999603	22.529924934063704	21.20086660476633	4.845580404685836	4.99664654594232	6.615532118887824	42.346377814879666	42.32474046424822	17.10343352230185	13.183705929133163	18.848531684698607	36.41834825266778	12.689604143544212	14.921561473914629	9.391624607829764	3.8218793828892004	45.90220294607675	50.00895607938669	11.62433155080214	28.979970326409493	13.308997632202052	24.735622193249313	6.102575200173123	5.0164088138771685	22.19148936170213	13.976478609169934	32.43318420991632	8.372827804107425	9.01803607214429	33.734939759036145	11.95862960568843	7.475622968580716	0.4868549172346641	7.07070707070707	5.4101221640488655	35.196136251334934	38.7129159154237	12.102411744145405	8.23932689311312	19.926393270241853	21.782916822081315	11.878009630818621	11.032143434017122	13.404903525315536	15.32819258980628	36.88956343183644	35.611697053933995	13.100694957858938	20.321070234113712	20.0688320068832	27.02607779436298	11.546263067561242	2.524069737184491	12.613265675969554	27.270194986072422	49.67425616226745	48.07971766659747	32.56253821977616	12.321900960690584	13.77245508982036	14.102728979654827	42.935566597211086	8.740399385560677	3.158714269825381	3.3702213279678066	8.587338804220398	32.16894899588841	17.338003502626968	30.716781009301737	22.979278166598053	23.82804586524047	25.02423785414198	36.06746987951807	2.7744807121661723	3.6699635606454972	0.0	3.575685339690107	36.69305836862456	15.088299080863369	31.15229009539983	0.3912800447177194	0.0	82.94830834766938	85.16126475948967	0.0	0.017356591165495098	0.0	0.0	0.11303692539562923	14.86570893191755	0.0	11.844674778428722	2.240325865580448	1.9452757588713125	3.9516503951650392	1.3374841462008533	32.17432689692684	80.11988011988012	78.10578819162511	0.0	0.03332222592469177
