Statistics	EXPERIMENT_1_T_AU_031_1	EXPERIMENT_1_T_AU_031_2	EXPERIMENT_1_T_B1	EXPERIMENT_1_T_B2	EXPERIMENT_1_T_CH_001_1	EXPERIMENT_1_T_CH_001_2	EXPERIMENT_1_T_DE_001_1	EXPERIMENT_1_T_DE_001_2	EXPERIMENT_1_T_ES_004_1	EXPERIMENT_1_T_ES_004_2	EXPERIMENT_1_T_FR_072_1	EXPERIMENT_1_T_FR_072_2	EXPERIMENT_1_T_FR_083_1	EXPERIMENT_1_T_FR_083_2	EXPERIMENT_1_T_FR_123_1	EXPERIMENT_1_T_FR_123_2	EXPERIMENT_1_T_G1	EXPERIMENT_1_T_G2	EXPERIMENT_1_T_GB_003_1	EXPERIMENT_1_T_GB_003_2	EXPERIMENT_1_T_GB_093_1	EXPERIMENT_1_T_GB_093_2	EXPERIMENT_1_T_HU_012_1	EXPERIMENT_1_T_HU_012_2	EXPERIMENT_1_T_IN_030_1	EXPERIMENT_1_T_IN_030_2	EXPERIMENT_1_T_IT_048_1	EXPERIMENT_1_T_IT_048_2	EXPERIMENT_1_T_JP_002_1	EXPERIMENT_1_T_JP_002_2	EXPERIMENT_1_T_KE_008_A1	EXPERIMENT_1_T_KE_008_A2	EXPERIMENT_1_T_KE_008_A3	EXPERIMENT_1_T_KE_008_A4	EXPERIMENT_1_T_KE_008_B1	EXPERIMENT_1_T_KE_008_B2	EXPERIMENT_1_T_KE_008_B3	EXPERIMENT_1_T_KE_008_B4	EXPERIMENT_1_T_KE_008_C1	EXPERIMENT_1_T_KE_008_C2	EXPERIMENT_1_T_KE_008_C3	EXPERIMENT_1_T_KE_008_C4	EXPERIMENT_1_T_MG_002_1	EXPERIMENT_1_T_MG_002_2	EXPERIMENT_1_T_Neg_PCRI_1	EXPERIMENT_1_T_Neg_PCRI_2	EXPERIMENT_1_T_NO_385_1	EXPERIMENT_1_T_NO_385_2	EXPERIMENT_1_T_NO_386_1	EXPERIMENT_1_T_NO_386_2	EXPERIMENT_1_T_NZ_030_1	EXPERIMENT_1_T_NZ_030_2	EXPERIMENT_1_T_PL_010_A1	EXPERIMENT_1_T_PL_010_A2	EXPERIMENT_1_T_PL_010_A3	EXPERIMENT_1_T_PL_010_A4	EXPERIMENT_1_T_PL_010_B1	EXPERIMENT_1_T_PL_010_B2	EXPERIMENT_1_T_PL_010_B3	EXPERIMENT_1_T_PL_010_B4	EXPERIMENT_1_T_PL_010_C1	EXPERIMENT_1_T_PL_010_C2	EXPERIMENT_1_T_PL_010_C3	EXPERIMENT_1_T_PL_010_C4	EXPERIMENT_1_T_PL_014_1	EXPERIMENT_1_T_PL_014_2	EXPERIMENT_1_T_PL_015_A1	EXPERIMENT_1_T_PL_015_A2	EXPERIMENT_1_T_PL_015_A3	EXPERIMENT_1_T_PL_015_A4	EXPERIMENT_1_T_PL_015_B1	EXPERIMENT_1_T_PL_015_B2	EXPERIMENT_1_T_PL_015_B3	EXPERIMENT_1_T_PL_015_B4	EXPERIMENT_1_T_PL_015_C1	EXPERIMENT_1_T_PL_015_C2	EXPERIMENT_1_T_PL_015_C3	EXPERIMENT_1_T_PL_015_C4	EXPERIMENT_1_T_PL_016_1	EXPERIMENT_1_T_PL_016_2	EXPERIMENT_1_T_PL_018_1	EXPERIMENT_1_T_PL_018_2	EXPERIMENT_1_T_PL_110_1	EXPERIMENT_1_T_PL_110_2	EXPERIMENT_1_T_PL_247_1	EXPERIMENT_1_T_PL_247_2	EXPERIMENT_1_T_PL_318_1	EXPERIMENT_1_T_PL_318_2	EXPERIMENT_1_T_PT_006_1	EXPERIMENT_1_T_PT_006_2	EXPERIMENT_1_T_PT_008_1	EXPERIMENT_1_T_PT_008_2	EXPERIMENT_1_T_PT_035_1	EXPERIMENT_1_T_PT_035_2	EXPERIMENT_1_T_PT_056_1	EXPERIMENT_1_T_PT_056_2	EXPERIMENT_1_T_r1	EXPERIMENT_1_T_r2	EXPERIMENT_1_T_RU_017_1	EXPERIMENT_1_T_RU_017_2	EXPERIMENT_1_T_SK_003_1	EXPERIMENT_1_T_SK_003_2	EXPERIMENT_1_T_VN_036_1	EXPERIMENT_1_T_VN_036_2	EXPERIMENT_1_TZ_blank_LB_Z	EXPERIMENT_1_TZ_G1_Z	EXPERIMENT_1_TZ_G2_Z	EXPERIMENT_1_TZ_KE_008_A1	EXPERIMENT_1_TZ_KE_008_A2	EXPERIMENT_1_TZ_KE_008_A3	EXPERIMENT_1_TZ_KE_008_A4	EXPERIMENT_1_TZ_KE_008_B1	EXPERIMENT_1_TZ_KE_008_B2	EXPERIMENT_1_TZ_KE_008_B3	EXPERIMENT_1_TZ_KE_008_B4	EXPERIMENT_1_TZ_KE_008_C1	EXPERIMENT_1_TZ_KE_008_C2	EXPERIMENT_1_TZ_KE_008_C3	EXPERIMENT_1_TZ_KE_008_C4	EXPERIMENT_1_TZ_Neg_PCRI	EXPERIMENT_1_TZ_PL_010_A1	EXPERIMENT_1_TZ_PL_010_A2	EXPERIMENT_1_TZ_PL_010_A3	EXPERIMENT_1_TZ_PL_010_A4	EXPERIMENT_1_TZ_PL_010_B1	EXPERIMENT_1_TZ_PL_010_B2	EXPERIMENT_1_TZ_PL_010_B3	EXPERIMENT_1_TZ_PL_010_B4	EXPERIMENT_1_TZ_PL_010_C1	EXPERIMENT_1_TZ_PL_010_C2	EXPERIMENT_1_TZ_PL_010_C3	EXPERIMENT_1_TZ_PL_010_C4	EXPERIMENT_1_TZ_PL_015_A1	EXPERIMENT_1_TZ_PL_015_A2	EXPERIMENT_1_TZ_PL_015_A3	EXPERIMENT_1_TZ_PL_015_A4	EXPERIMENT_1_TZ_PL_015_B1	EXPERIMENT_1_TZ_PL_015_B2	EXPERIMENT_1_TZ_PL_015_B3	EXPERIMENT_1_TZ_PL_015_B4	EXPERIMENT_1_TZ_PL_015_C1	EXPERIMENT_1_TZ_PL_015_C2	EXPERIMENT_1_TZ_PL_015_C3	EXPERIMENT_1_TZ_PL_015_C4	EXPERIMENT_1_TZ_r1_Z	EXPERIMENT_1_TZ_r2_Z
#########
%_of_all_Symbionts_reads_in_lib	66.17961511047756	54.23106646058733	0.9465855307640297	2.3417172593235036	72.47081712062257	70.7892942379816	93.71047487639416	55.101289134438304	64.35077314128363	56.8582528140253	16.65709362435382	16.612105825761624	63.289515870471305	91.68172738514221	32.597266035751844	48.237614000492975	1.1139589905362777	0.8975120438197056	14.592274678111588	87.52855185015989	41.17647058823529	65.81920903954803	48.637986098065	25.0	61.754807692307686	73.40315490043962	66.96534698729086	73.85474099788986	70.5859725605847	49.73007815647409	95.23620798985415	78.75927174645987	72.90456431535269	86.7598137059215	61.45196291181693	78.46445897489981	58.45489555374023	35.53632003743128	71.51851851851852	47.65714285714286	78.94063459570113	95.04706606844374	61.42784423517435	51.8676541619707	0.0	0.0	30.229389052918464	37.10638063199691	54.51860602480804	51.0381223526144	57.46102449888642	54.10951677569107	54.6831955922865	19.513236549957302	49.150485436893206	62.3666973420668	37.335722819593784	49.24096643147317	64.25563537280159	79.5704489584681	90.81430745814308	54.44264943457189	49.97564539698003	64.28571428571429	19.488188976377952	52.334235453315294	16.41025641025641	10.084033613445378	42.30769230769231	61.111111111111114	11.11111111111111	14.084507042253522	9.90990990990991	67.02127659574468	41.458333333333336	44.99471737982039	26.983002832861192	61.26439278731263	44.41021126760563	62.408160353805556	33.18568994889268	49.66912223748283	53.82139983909895	30.16676593210244	48.65446716899892	83.84252120277563	91.74346435960128	72.48285322359396	91.3606463976796	82.1454231929875	89.06200063918185	42.56555189197676	43.99106780349168	53.46905346905347	99.14405582611262	72.29733901339755	1.1549183592194345	1.7771134363062615	20.0	61.91165821868212	77.1477337379101	34.65608465608466	40.0	34.07821229050279	1.0380622837370241	0.7008506050077873	0.48897499769351416	67.29390681003584	57.26495726495726	46.875	80.30263501174015	74.05717761557177	76.4261428031734	95.58645358564588	81.22383252818035	52.43055555555556	57.861635220125784	52.87356321839081	83.40172343044728	0.37593984962406013	57.35849056603774	59.95850622406639	77.6206322795341	78.43137254901961	69.13740788903337	52.06684256816183	73.07692307692307	84.03350679020181	82.06664170722576	83.17545304777595	72.13438735177866	89.5109936321038	81.3940724478595	72.0759746751083	23.95287958115183	67.93227296049255	39.361702127659576	59.78835978835979	64.57825450999512	81.46493970522555	41.37931034482759	51.955307262569825	18.473895582329316	83.98013039428749	4.096725688157854	4.992518024758536
%_of_PCR_contamination_reads_in_lib	25.766215253029223	9.515069551777435	80.1893171061528	77.9705117085863	23.321984435797667	7.807705421070576	5.77210532367483	4.191528545119706	32.71552637153145	12.501245143938638	34.692705341757616	1.0121592731159808	33.50432831035589	1.7026538571292684	44.093936207500875	11.510968696080848	0.1084384858044164	0.07919223916056227	84.54935622317596	7.629054362722705	58.82352941176471	2.7306967984934087	42.40090174713507	0.0	35.21634615384615	6.684768554434963	29.770503794459174	8.392893608331633	26.464931401461726	4.278462654097172	1.173113506658212	15.615065985935844	22.053941908713693	3.3932135728542914	29.552179917143423	10.925964986289813	30.703699381491422	12.036495496549303	21.75925925925926	49.028571428571425	17.47697031729785	0.14075833553268233	22.295749554594043	8.219288359362421	100.0	100.0	56.30252100840336	3.0717476424198975	23.232919866115374	12.401916533574058	17.416481069042316	2.6904410213125134	39.39393939393939	78.4799316823228	47.867545076282944	4.43891084285173	55.495818399044204	46.99593756681634	29.130542482041122	3.7391641868288263	6.674277016742771	34.733441033925686	43.156356551388214	7.536231884057972	80.01968503937007	16.40730717185386	80.0	86.5546218487395	57.692307692307686	31.746031746031743	84.72222222222221	84.30583501006036	90.09009009009009	31.914893617021278	57.62500000000001	52.35076597992604	71.28186968838527	33.586791223115355	50.52816901408451	10.45010343105785	64.5655877342419	12.99787738793857	40.49342987396084	21.083978558665873	47.90096878363832	2.5587895142636854	5.485549495329447	10.850480109739369	3.8172683482674676	5.101307659146429	9.364014062000638	12.317475270843147	46.52862362971986	14.929214929214929	0.6746358020787215	3.8710872383774775	7.60653126244524	0.3155621989702707	80.0	3.6205648081100654	21.998862127820974	15.511463844797177	60.0	7.82122905027933	82.35294117647058	0.4432730322271474	0.35981179075560477	23.02867383512545	32.585470085470085	39.52205882352941	1.0522654143838595	9.428223844282238	9.860219115980355	1.9327294755668376	3.1320450885668274	40.625	34.276729559748425	32.18390804597701	1.5729722336205718	99.62406015037594	34.71698113207547	23.651452282157674	9.900166389351082	3.1372549019607843	16.428261811876897	35.62005277044855	20.024420024420024	2.08148242162711	9.247472856608011	12.953047775947283	22.92490118577075	2.1987264207617447	11.031833150384193	13.395534821726091	60.6020942408377	7.773217034376604	50.58027079303675	30.687830687830687	30.131643100926375	8.709245198749443	48.275862068965516	36.87150837988827	71.8875502008032	4.036013660353928	0.3222143799674717	0.3355552532535256
%_of_Extraction_contamination_reads_in_lib	3.2074126870990733	0.0	18.864097363083165	19.687771032090197	0.0	0.0	0.35644475106358514	0.1252302025782689	0.4660029654734167	0.45323239366470763	0.9190120620333142	0.04008551576696954	0.8656620711766592	0.05469418814800723	0.4556607080266386	0.5176238599950702	0.6604889589905363	0.9239094568732265	0.0	0.0	0.0	0.0	1.5968438850272402	0.0	0.7211538461538461	0.0	1.4994971198683367	0.17697910285208632	0.14104372355430184	0.24977842236725487	0.07133798351299937	1.531644350255274	2.3443983402489628	0.1330671989354624	0.2170053264943776	0.2531111579835478	1.5287664838370871	0.1637618434904667	0.5740740740740741	0.2285714285714286	0.39662231320368474	0.0791765637371338	0.623568337999491	0.13685396876509417	0.0	0.0	4.9057460822166705	0.15165719958087465	5.04036227603859	0.15971113117144645	1.6592427616926502	0.46423296054019836	3.351698806244261	0.0	1.9070735090152564	0.189465706707086	2.807646356033453	3.7630960017104984	5.325736933366361	0.09703713287618063	0.76103500761035	9.639203015616586	3.6044812469556744	0.12422360248447205	0.0	0.10148849797023003	2.051282051282051	3.361344537815126	0.0	0.0	4.166666666666666	1.6096579476861168	0.0	0.0	0.9166666666666666	2.654516640253566	1.7351274787535411	0.0	2.3327464788732395	0.0	0.44293015332197616	0.07491571981520789	1.2335746849021185	0.0	2.3322569070685324	0.0	1.103379098489123	0.19204389574759945	1.6574299476873673	0.12214398620491448	0.8069670821348675	0.12560841576385617	1.1571254567600486	0.117000117000117	0.0	0.06791381119960486	0.0	0.08304268393954493	0.0	0.0	0.20860989948795752	0.0	0.0	0.0	16.608996539792386	2.3181981550257578	2.19577451794446	1.4336917562724014	1.4957264957264957	3.308823529411765	0.21741020958344204	1.338199513381995	1.0578012844729883	0.7557837650724052	0.2898550724637681	2.7777777777777777	1.257861635220126	9.195402298850574	0.1367801942278758	0.0	2.0754716981132075	5.394190871369295	1.8302828618968388	0.14260249554367202	2.167316861725184	4.397537379067722	0.7326007326007326	0.19037948978296737	1.7783601647323102	1.0090609555189456	1.8280632411067192	0.2523128679562658	1.7837541163556532	1.0329890036654448	11.518324607329843	0.6926629040533607	3.67504835589942	2.1164021164021163	2.7547537786445635	0.8039303260384101	4.827586206896552	3.35195530726257	6.024096385542169	0.279416330332195	0.033755792187068465	0.09522513943681131
%_of_all_contaminants_reads_in_lib	28.9736	9.5151	99.0534	97.6583	23.322	7.8077	6.1286	4.3168	33.1815	12.9545	35.6117	1.0522	34.37	1.7573	44.5496	12.0286	0.7689	1.0031	84.5494	7.6291	58.8235	2.7307	43.9977	0.0	35.9375	6.6848	31.27	8.5699	26.606	4.5282	1.2445	17.1467	24.3983	3.5263	29.7692	11.1791	32.2325	12.2003	22.3333	49.2571	17.8736	0.2199	22.9193	8.3561	100.0	100.0	61.2083	3.2234	28.2733	12.5616	19.0757	3.1547	42.7456	78.4799	49.7746	4.6284	58.3035	50.759	34.4563	3.8362	7.4353	44.3726	46.7608	7.6605	80.0197	16.5088	82.0513	89.916	57.6923	31.746	88.8889	85.9155	90.0901	31.9149	58.5417	55.0053	73.017	33.5868	52.8609	10.4501	65.0085	13.0728	41.727	21.084	50.2332	2.5588	6.5889	11.0425	5.4747	5.2235	10.171	12.4431	47.6857	15.0462	0.6746	3.939	7.6065	0.3986	80.0	3.6206	22.2075	15.5115	60.0	7.8212	98.9619	2.7615	2.5556	24.4624	34.0812	42.8309	1.2697	10.7664	10.918	2.6885	3.4219	43.4028	35.5346	41.3793	1.7098	99.6241	36.7925	29.0456	11.7304	3.2799	18.5956	40.0176	20.757	2.2719	11.0258	13.9621	24.753	2.451	12.8156	14.4285	72.1204	8.4659	54.2553	32.8042	32.8864	9.5132	53.1034	40.2235	77.9116	4.3154	0.356	0.4308
%_of_PCR_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_Extraction_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_all_Spikeins_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_sum_of_Spikeins_and_Contaminants	28.9736	9.5151	99.0534	97.6583	23.322	7.8077	6.1286	4.3168	33.1815	12.9545	35.6117	1.0522	34.37	1.7573	44.5496	12.0286	0.7689	1.0031	84.5494	7.6291	58.8235	2.7307	43.9977	0.0	35.9375	6.6848	31.27	8.5699	26.606	4.5282	1.2445	17.1467	24.3983	3.5263	29.7692	11.1791	32.2325	12.2003	22.3333	49.2571	17.8736	0.2199	22.9193	8.3561	100.0	100.0	61.2083	3.2234	28.2733	12.5616	19.0757	3.1547	42.7456	78.4799	49.7746	4.6284	58.3035	50.759	34.4563	3.8362	7.4353	44.3726	46.7608	7.6605	80.0197	16.5088	82.0513	89.916	57.6923	31.746	88.8889	85.9155	90.0901	31.9149	58.5417	55.0053	73.017	33.5868	52.8609	10.4501	65.0085	13.0728	41.727	21.084	50.2332	2.5588	6.5889	11.0425	5.4747	5.2235	10.171	12.4431	47.6857	15.0462	0.6746	3.939	7.6065	0.3986	80.0	3.6206	22.2075	15.5115	60.0	7.8212	98.9619	2.7615	2.5556	24.4624	34.0812	42.8309	1.2697	10.7664	10.918	2.6885	3.4219	43.4028	35.5346	41.3793	1.7098	99.6241	36.7925	29.0456	11.7304	3.2799	18.5956	40.0176	20.757	2.2719	11.0258	13.9621	24.753	2.451	12.8156	14.4285	72.1204	8.4659	54.2553	32.8042	32.8864	9.5132	53.1034	40.2235	77.9116	4.3154	0.356	0.4308
Symbiont_to_Extraction_Spikein_Ratio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
%_of_all_Algae_reads_in_lib	0.0	2.289412673879444	0.0	0.0	1.8239299610894943	2.3184452778724856	0.0	4.6040515653775325	0.6354585892819318	4.263372845900986	3.790924755887421	7.622928915018706	0.0	2.0926471987063633	0.0	4.091693369484841	98.0481072555205	98.02679337424932	0.0	1.9186843307446324	0.0	3.2015065913371	2.8743189930490325	12.5	1.5865384615384615	1.3317817429531937	0.0	0.844054182833027	0.0	2.6508742244782857	0.0	0.5490800500915134	0.5186721991701244	0.9447771124417831	1.6571315841388834	4.197426703227167	0.46679892636246934	5.146800795414668	0.8333333333333334	0.0	0.0	2.3840943080848067	0.24179180453041488	1.0384801159233619	0.0	0.0	1.2264365205541676	3.546021066563724	1.8901358535144714	2.5692660231928337	0.0	1.6722937328550327	0.4591368227731864	0.0	0.0	4.801602338548151	0.0	0.0	0.4706465196928412	1.261482727390348	0.7990867579908676	0.0	0.0	9.006211180124224	0.4921259842519685	0.6314839873703203	1.5384615384615385	0.0	0.0	0.7936507936507936	0.0	0.0	0.0	1.0638297872340425	0.0	0.0	0.0	0.0	0.0	2.696340680505029	0.0	1.273567236858534	1.3676588897827837	4.734961286480047	0.0	2.5684271395528144	1.1347250956052912	2.757201646090535	1.7869166623504427	2.363845380083345	0.16778523489932887	2.151044119956037	3.8976857490864796	4.446004446004446	0.04638121139291211	2.2041118725689945	2.8275587415372363	1.7771134363062615	0.0	2.896451846488052	0.0	6.243386243386243	0.0	7.262569832402235	0.0	94.68072361327422	95.13792785312299	1.5232974910394266	0.2136752136752137	0.5514705882352942	4.104704756935386	7.603406326034063	8.613524744994333	0.5942421969653263	2.761674718196457	0.0	0.0	0.0	4.3769662152920255	0.0	0.9433962264150944	3.941908713692946	2.6622296173044924	2.8877005347593583	1.387082791504118	0.5277044854881267	0.9768009768009768	1.4595760883360833	2.134032197678772	0.1441515650741351	0.8399209486166008	1.4538027153670552	2.030735455543359	2.165944685104965	0.0	1.564905079527963	0.19342359767891684	1.4109347442680775	0.024378352023403216	1.2505582849486379	1.3793103448275863	0.5586592178770949	0.8032128514056224	2.887302080099348	4.428146193267254	5.137622999138439
%_of_all_Rotifers_reads_in_lib	4.846756949394155	33.964451313755795	0.0	0.0	2.3832684824902723	19.08455506307535	0.16097504886742553	35.97790055248618	1.83223893242957	25.923896802470363	43.94026421596784	74.71272047033672	2.3404937479961525	4.468277370874156	22.853137048720644	35.64210007394627	0.06900630914826499	0.07259288589718207	0.8583690987124464	2.923709456372773	0.0	28.24858757062147	4.489949276723652	62.5	0.7211538461538461	18.580294802172226	1.7646520983816403	16.73133210809339	2.808052314399282	43.090806542583195	3.5193405199746355	3.5449378672574894	2.1784232365145226	8.769128409846973	7.121720260406391	6.159038177599663	8.845839654568795	47.11662182711428	5.314814814814815	3.085714285714286	3.1857727737973387	2.3489047242016365	15.411046067701706	38.73772339397842	0.0	0.0	7.335907335907336	56.12419345943859	15.31797597952353	33.83098395944726	23.463251670378618	41.06351550960118	2.1120293847566574	2.0068317677198975	1.0748959778085991	28.203323769826234	4.360812425328555	0.0	0.8174386920980926	15.331866994436538	0.9512937595129376	1.1847065158858372	3.2635168046760836	19.047619047619047	0.0	30.5254848894903	0.0	0.0	0.0	6.349206349206349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.148815989572018	2.7288732394366195	24.445395534631572	1.805792163543441	35.984517417904854	3.0839367122552965	44.01429422275164	1.112307140294223	11.030262143407864	0.5328819509748605	13.717421124828533	1.377738644015124	10.267279781577814	0.5992329817833174	42.8403203014602	4.42549736094194	27.03872703872704	0.13492716041574432	21.55954806445638	88.41099163679809	96.04716824447766	0.0	31.571325126719767	0.6447942347809597	43.589065255731924	0.0	50.83798882681564	0.0	1.8569545944650774	1.8175108404834395	6.720430107526881	8.44017094017094	9.742647058823529	14.322984607357162	7.572992700729928	4.04231205137892	1.1307909767495528	12.592592592592592	4.166666666666666	6.60377358490566	5.747126436781609	10.511557926412255	0.0	4.905660377358491	7.053941908713693	7.9866888519134775	15.401069518716579	10.879930645860425	7.387862796833773	5.1892551892551895	12.235055210052037	4.773493073755148	2.7182866556836904	2.272727272727273	6.5841643638111265	3.7596048298573	11.329556814395202	3.926701570680628	22.036942021549514	6.189555125725339	5.996472663139329	2.5109702584105316	7.771326485037963	4.137931034482759	7.262569832402235	2.8112449799196786	8.817137534927042	91.11915794642034	89.4390785834127
