Statistics	EXPERIMENT_2_T_B01	EXPERIMENT_2_T_B02	EXPERIMENT_2_T_G01	EXPERIMENT_2_T_G02	EXPERIMENT_2_T_KE008_A01	EXPERIMENT_2_T_KE008_A02	EXPERIMENT_2_T_KE008_A03	EXPERIMENT_2_T_KE008_A04	EXPERIMENT_2_T_KE008_A05	EXPERIMENT_2_T_KE008_A06	EXPERIMENT_2_T_KE008_A07	EXPERIMENT_2_T_KE008_A08	EXPERIMENT_2_T_KE008_A09	EXPERIMENT_2_T_KE008_A10	EXPERIMENT_2_T_KE008_B01	EXPERIMENT_2_T_KE008_B02	EXPERIMENT_2_T_KE008_B03	EXPERIMENT_2_T_KE008_B04	EXPERIMENT_2_T_KE008_B05	EXPERIMENT_2_T_KE008_B06	EXPERIMENT_2_T_KE008_B07	EXPERIMENT_2_T_KE008_B08	EXPERIMENT_2_T_KE008_B09	EXPERIMENT_2_T_KE008_B10	EXPERIMENT_2_T_KE008_C01	EXPERIMENT_2_T_KE008_C02	EXPERIMENT_2_T_KE008_C03	EXPERIMENT_2_T_KE008_C04	EXPERIMENT_2_T_KE008_C05	EXPERIMENT_2_T_KE008_C06	EXPERIMENT_2_T_KE008_C07	EXPERIMENT_2_T_KE008_C08	EXPERIMENT_2_T_KE008_C09	EXPERIMENT_2_T_KE008_C10	EXPERIMENT_2_T_L01	EXPERIMENT_2_T_L02	EXPERIMENT_2_T_Neg_PCR1	EXPERIMENT_2_T_Neg_PCR2	EXPERIMENT_2_T_PL010_A01	EXPERIMENT_2_T_PL010_A02	EXPERIMENT_2_T_PL010_A03	EXPERIMENT_2_T_PL010_A04	EXPERIMENT_2_T_PL010_A05	EXPERIMENT_2_T_PL010_A06	EXPERIMENT_2_T_PL010_A07	EXPERIMENT_2_T_PL010_A08	EXPERIMENT_2_T_PL010_A09	EXPERIMENT_2_T_PL010_A10	EXPERIMENT_2_T_PL010_B01	EXPERIMENT_2_T_PL010_B02	EXPERIMENT_2_T_PL010_B03	EXPERIMENT_2_T_PL010_B04	EXPERIMENT_2_T_PL010_B05	EXPERIMENT_2_T_PL010_B06	EXPERIMENT_2_T_PL010_B07	EXPERIMENT_2_T_PL010_B08	EXPERIMENT_2_T_PL010_B09	EXPERIMENT_2_T_PL010_B10	EXPERIMENT_2_T_PL010_C01	EXPERIMENT_2_T_PL010_C02	EXPERIMENT_2_T_PL010_C03	EXPERIMENT_2_T_PL010_C04	EXPERIMENT_2_T_PL010_C05	EXPERIMENT_2_T_PL010_C06	EXPERIMENT_2_T_PL010_C07	EXPERIMENT_2_T_PL010_C08	EXPERIMENT_2_T_PL010_C09	EXPERIMENT_2_T_PL015_A01	EXPERIMENT_2_T_PL015_A02	EXPERIMENT_2_T_PL015_A03	EXPERIMENT_2_T_PL015_A04	EXPERIMENT_2_T_PL015_A05	EXPERIMENT_2_T_PL015_A06	EXPERIMENT_2_T_PL015_A07	EXPERIMENT_2_T_PL015_A08	EXPERIMENT_2_T_PL015_A09	EXPERIMENT_2_T_PL015_A10	EXPERIMENT_2_T_PL015_B01	EXPERIMENT_2_T_PL015_B02	EXPERIMENT_2_T_PL015_B03	EXPERIMENT_2_T_PL015_B04	EXPERIMENT_2_T_PL015_B05	EXPERIMENT_2_T_PL015_B06	EXPERIMENT_2_T_PL015_B07	EXPERIMENT_2_T_PL015_B08	EXPERIMENT_2_T_PL015_B09	EXPERIMENT_2_T_PL015_B10	EXPERIMENT_2_T_PL015_C01	EXPERIMENT_2_T_PL015_C02	EXPERIMENT_2_T_PL015_C03	EXPERIMENT_2_T_PL015_C04	EXPERIMENT_2_T_PL015_C05	EXPERIMENT_2_T_PL015_C06	EXPERIMENT_2_T_PL015_C07	EXPERIMENT_2_T_PL015_C08	EXPERIMENT_2_T_PL015_C09	EXPERIMENT_2_T_PL015_C10	EXPERIMENT_2_T_Q10_A10	EXPERIMENT_2_T_Q11_B01	EXPERIMENT_2_T_Q12_B02	EXPERIMENT_2_T_Q13_B03	EXPERIMENT_2_T_Q14_B04	EXPERIMENT_2_T_Q15_B05	EXPERIMENT_2_T_Q16_B06	EXPERIMENT_2_T_Q17_B07	EXPERIMENT_2_T_Q18_B08	EXPERIMENT_2_T_Q19_B09	EXPERIMENT_2_T_Q1_A01	EXPERIMENT_2_T_Q20_B10	EXPERIMENT_2_T_Q21_C01	EXPERIMENT_2_T_Q22_C02	EXPERIMENT_2_T_Q23_C03	EXPERIMENT_2_T_Q24_C04	EXPERIMENT_2_T_Q25_C05	EXPERIMENT_2_T_Q26_C06	EXPERIMENT_2_T_Q27_C07	EXPERIMENT_2_T_Q28_C08	EXPERIMENT_2_T_Q29_C09	EXPERIMENT_2_T_Q2_A02	EXPERIMENT_2_T_Q30_C10	EXPERIMENT_2_T_Q31_B01	EXPERIMENT_2_T_Q32_B02	EXPERIMENT_2_T_Q33_R01	EXPERIMENT_2_T_Q34_R02	EXPERIMENT_2_T_Q35_G01	EXPERIMENT_2_T_Q36_G02	EXPERIMENT_2_T_Q37_L01	EXPERIMENT_2_T_Q38_L02	EXPERIMENT_2_T_Q39_Z01	EXPERIMENT_2_T_Q3_A03	EXPERIMENT_2_T_Q40_Z02	EXPERIMENT_2_T_Q4_A04	EXPERIMENT_2_T_Q5_A05	EXPERIMENT_2_T_Q6_A06	EXPERIMENT_2_T_Q7_A07	EXPERIMENT_2_T_Q8_A08	EXPERIMENT_2_T_Q9_A09	EXPERIMENT_2_T_R01	EXPERIMENT_2_T_R02	EXPERIMENT_2_T_Z01	EXPERIMENT_2_T_Z02
#########
%_of_all_Symbionts_reads_in_lib	19.30970149253731	96.59809864520189	99.90700146140561	99.86137769247175	92.60256172266568	95.80834621329211	94.00624349635795	88.42229620878531	69.92298916143753	40.21462863597854	74.02788603100372	72.69793051072718	97.91677396096205	97.60853736233732	93.38734659835578	87.37687528413396	94.05863132219613	95.11249030256013	83.23300283286119	57.08333333333333	81.56017123830665	70.82139446036294	98.23268921095008	97.8744546776539	87.55127800568002	91.23171542553192	89.73507113041997	95.44014001229839	63.88077147866744	58.26164674338062	72.54180602006689	62.639405204460964	98.75889899874367	98.57671082703135	44.07894736842105	58.54700854700855	81.58720930232558	29.342376879976406	92.56973586768699	82.81381634372367	75.78653922739944	91.77317914384257	63.231197771587745	50.21299254526092	50.73775989268947	51.82166826462129	97.21871564116138	97.0430421089467	85.69900524120226	88.15940620305734	88.7789799072643	93.78445354776716	72.3085460599334	65.2681503101058	78.27717910244168	76.64796633941094	96.86615714172375	96.86716343053665	89.47860962566845	96.69510385756676	94.86483820047356	90.20715630885122	78.879030512876	76.74636661978434	75.82978723404256	73.8196693369695	97.21146936788669	67.69352290679305	71.34268537074149	83.39444735463594	82.99935358758889	46.316359696641385	37.195715676728334	50.252525252525245	40.31413612565445	97.0639335639256	96.74233732175054	78.76616567633694	83.12870052976005	78.67157378198387	82.02163371876165	66.3884430176565	65.35293167501212	62.30958943856086	59.80816249764905	95.83965717346665	97.13296814106232	77.25861304154961	80.69565217391305	93.62586936258694	87.42646413205725	77.37556561085974	59.79703356752537	62.92134831460674	76.37883008356546	97.24628920679696	97.521278804235	98.7229261771691	89.92899243514178	84.06520292747838	98.60593122251086	96.0770956884116	80.10752688172043	70.24802580358136	66.14688128772636	60.08206330597889	98.92622922967142	87.30297723292469	98.88884212298498	95.14889529298752	91.57246464892023	90.16481740816546	91.29638554216868	48.412462908011875	44.273815720978654	31.54592127780947	42.98768375049662	99.15055545326213	89.40411029639574	99.21415846694305	29.541643376187814	37.14442013129103	99.95084787417056	99.93660353435297	99.82536066818527	99.74832942810032	58.5297131147541	82.33748540288049	89.57234363225321	92.27566104518009	71.48922273024168	91.70046567522908	50.91649694501018	44.249679350149634	39.47001394700139	55.955263461316726	98.91487625781888	99.88473065396141	99.87820438464216	62.72095959595959	88.13728757080973
%_of_PCR_contamination_reads_in_lib	68.19029850746269	2.7129086753453246	0.07971303308090873	0.12795905310300704	4.761462780768517	2.7697063369397217	3.6295525494276797	8.409408226828482	22.967769537934966	53.6289183846371	19.98787563869403	19.612682741598633	1.205129525673379	1.5040502411941385	3.729298224711069	7.986058493711168	4.100510838050531	3.379768610652005	14.093484419263454	33.5	15.665133978119549	20.359758038841132	1.2761674718196458	1.5741638390693165	9.798043546860209	7.554853723404255	7.564528494761053	3.098245116125065	26.74849016169881	32.823148251592	24.91638795986622	26.447158789166224	0.71001637035063	0.9884984856649138	31.57894736842105	32.05128205128205	18.41279069767442	70.6576231200236	4.482843742285855	10.053355798932884	14.516129032258066	6.816798539257456	29.464562055091303	37.22044728434505	44.63447350771295	37.20038350910834	2.08494522946614	1.4464014930596059	10.867472456947267	10.497481664752142	8.879443585780525	4.131897031305316	25.157232704402517	24.735497993433054	16.123311962897287	17.040673211781208	2.0892285721841692	2.6187576126674785	8.489304812834225	1.991839762611276	3.4826361483820047	6.460959003331884	16.771261631681455	14.580403187998126	17.404255319148938	25.362195329810806	2.012007139380172	25.9478672985782	20.7748830995324	11.367207962283917	13.316095669036846	47.61646803900325	38.85102239532619	40.4040404040404	37.347294938917976	2.0625787015636705	2.3684641861989837	11.857742048234883	12.365222810844498	11.847178408692605	11.264453562103691	23.563402889245584	20.41673396866419	24.9093283040766	24.882452510814367	2.245335237925185	1.8423132477584279	16.989501700428804	12.62876254180602	3.7140603714060374	8.88576696812714	12.685286316117958	26.93208430913349	22.834360275462124	15.710306406685238	1.6387937403452215	1.2538924641893296	1.2201885745978924	7.662319580452034	12.242182302062542	1.3040458859538568	3.301811187690335	15.407066052227341	24.624624624624623	26.911468812877263	27.930832356389214	0.961636481022121	10.85814360770578	0.9848899364451367	4.000274461369562	7.301162837810462	7.9823332974254	6.756626506024096	39.74777448071217	39.432587194169706	59.09868796349116	42.55065554231228	0.7303750076720064	9.841991118455026	0.7542080815144099	48.60257126886528	43.24398249452954	0.04505611534365528	0.05547190744116015	0.16704631738800305	0.24299227631693135	33.35040983606557	15.375632541845075	9.297287113790505	6.454299396210701	25.190507293707814	7.450803665314706	43.686354378818734	51.23984608807183	52.719665271966534	36.665513663092355	0.9477835191732391	0.05379236148466917	0.06379770328268183	30.39772727272727	8.930356547817395
%_of_Extraction_contamination_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_all_contaminants_reads_in_lib	68.1903	2.7129	0.0797	0.128	4.7615	2.7697	3.6296	8.4094	22.9678	53.6289	19.9879	19.6127	1.2051	1.5041	3.7293	7.9861	4.1005	3.3798	14.0935	33.5	15.6651	20.3598	1.2762	1.5742	9.798	7.5549	7.5645	3.0982	26.7485	32.8231	24.9164	26.4472	0.71	0.9885	31.5789	32.0513	18.4128	70.6576	4.4828	10.0534	14.5161	6.8168	29.4646	37.2204	44.6345	37.2004	2.0849	1.4464	10.8675	10.4975	8.8794	4.1319	25.1572	24.7355	16.1233	17.0407	2.0892	2.6188	8.4893	1.9918	3.4826	6.461	16.7713	14.5804	17.4043	25.3622	2.012	25.9479	20.7749	11.3672	13.3161	47.6165	38.851	40.404	37.3473	2.0626	2.3685	11.8577	12.3652	11.8472	11.2645	23.5634	20.4167	24.9093	24.8825	2.2453	1.8423	16.9895	12.6288	3.7141	8.8858	12.6853	26.9321	22.8344	15.7103	1.6388	1.2539	1.2202	7.6623	12.2422	1.304	3.3018	15.4071	24.6246	26.9115	27.9308	0.9616	10.8581	0.9849	4.0003	7.3012	7.9823	6.7566	39.7478	39.4326	59.0987	42.5507	0.7304	9.842	0.7542	48.6026	43.244	0.0451	0.0555	0.167	0.243	33.3504	15.3756	9.2973	6.4543	25.1905	7.4508	43.6864	51.2398	52.7197	36.6655	0.9478	0.0538	0.0638	30.3977	8.9304
%_of_PCR_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_Extraction_Spikein_reads_in_lib	12.5	0.6889926794527809	0.013285505513484789	0.010663254425250585	2.6359754965658064	1.4219474497681608	2.3642039542143602	3.1682955643862103	7.109241300627496	6.156452979384355	5.984238330302243	7.689386747674199	0.8780965133645775	0.8874123964685537	2.8833551769331587	4.637066222154871	1.840857839753325	1.5077410867878707	2.673512747875354	9.416666666666666	2.774694783573807	8.818847500795925	0.49114331723027377	0.5513814832767814	2.6506784474597667	1.2134308510638296	2.7004003748189795	1.4616148715765573	9.370738359633743	8.91520500502737	2.5418060200668897	10.913436006372809	0.5310846309056992	0.4347906873037403	24.342105263157894	9.401709401709402	0.0	0.0	2.947420390027154	7.132827857343443	9.697331740342493	1.4100223168999797	7.304240173320952	12.566560170394037	4.627766599597585	10.977948226270374	0.6963391293724803	1.5105563979937013	3.4335223018504655	1.34311213219051	2.3415765069551777	2.0836494209275274	2.5342212356640768	9.996351696461145	5.599508934661029	6.311360448807854	1.0446142860920846	0.514078956795873	2.0320855614973263	1.3130563798219583	1.6525256511444357	3.331884687816891	4.349707855442545	8.673230192217533	6.765957446808511	0.8181353332197034	0.7765234927331309	6.358609794628752	7.882431529726119	5.238344683080147	3.684550743374273	6.067172264355363	23.953261927945473	9.343434343434344	22.338568935427574	0.8734877345107352	0.8891984920504836	9.37609227542817	4.50607665939545	9.481247809323518	6.713912719134651	10.048154093097914	14.230334356323695	12.781082257362542	15.309384991536582	1.91500758860816	1.024718611179244	5.751885258021588	6.6755852842809364	2.660070266007027	3.687768899815612	9.939148073022313	13.27088212334114	14.244291409931135	7.910863509749304	1.1149170528578145	1.2248287315756694	0.05688524823300198	2.408687984406182	3.6926147704590817	0.09002289153527611	0.6210931238980606	4.485407066052227	5.127349571794016	6.941649899396378	11.987104337631887	0.1121342893064664	1.838879159369527	0.12626794056988933	0.8508302456429258	1.1263725132693163	1.852849294409135	1.9469879518072288	11.839762611275964	16.29359708485164	9.355390758699372	14.4616607071911	0.1190695390658565	0.7538985851492306	0.03163345154254699	21.855785354946896	19.611597374179432	0.004096010485786844	0.007924558205880023	0.007593014426727411	0.008678295582747549	8.119877049180328	2.286882055274426	1.1303692539562924	1.2700395586092026	3.320269976050512	0.8487306594562115	5.39714867617108	4.510474561778538	7.810320781032078	7.379222875590914	0.13734022300788687	0.061476984553907627	0.05799791207516529	6.8813131313131315	2.932355881372876
%_of_all_Spikeins_in_lib	12.5	0.689	0.0133	0.0107	2.636	1.4219	2.3642	3.1683	7.1092	6.1565	5.9842	7.6894	0.8781	0.8874	2.8834	4.6371	1.8409	1.5077	2.6735	9.4167	2.7747	8.8188	0.4911	0.5514	2.6507	1.2134	2.7004	1.4616	9.3707	8.9152	2.5418	10.9134	0.5311	0.4348	24.3421	9.4017	0.0	0.0	2.9474	7.1328	9.6973	1.41	7.3042	12.5666	4.6278	10.9779	0.6963	1.5106	3.4335	1.3431	2.3416	2.0836	2.5342	9.9964	5.5995	6.3114	1.0446	0.5141	2.0321	1.3131	1.6525	3.3319	4.3497	8.6732	6.766	0.8181	0.7765	6.3586	7.8824	5.2383	3.6846	6.0672	23.9533	9.3434	22.3386	0.8735	0.8892	9.3761	4.5061	9.4812	6.7139	10.0482	14.2303	12.7811	15.3094	1.915	1.0247	5.7519	6.6756	2.6601	3.6878	9.9391	13.2709	14.2443	7.9109	1.1149	1.2248	0.0569	2.4087	3.6926	0.09	0.6211	4.4854	5.1273	6.9416	11.9871	0.1121	1.8389	0.1263	0.8508	1.1264	1.8528	1.947	11.8398	16.2936	9.3554	14.4617	0.1191	0.7539	0.0316	21.8558	19.6116	0.0041	0.0079	0.0076	0.0087	8.1199	2.2869	1.1304	1.27	3.3203	0.8487	5.3971	4.5105	7.8103	7.3792	0.1373	0.0615	0.058	6.8813	2.9324
%_of_sum_of_Spikeins_and_Contaminants	80.6903	3.4019	0.093	0.1387	7.3975	4.1916	5.9938	11.5777	30.077	59.7854	25.9721	27.3021	2.0832	2.3915	6.6127	12.6232	5.9414	4.8875	16.767	42.9167	18.4398	29.1786	1.7673	2.1256	12.4487	8.7683	10.2649	4.5598	36.1192	41.7383	27.4582	37.3606	1.2411	1.4233	55.921	41.453	18.4128	70.6576	7.4302	17.1862	24.2134	8.2268	36.7688	49.787	49.2623	48.1783	2.7812	2.957	14.301	11.8406	11.221	6.2155	27.6914	34.7319	21.7228	23.3521	3.1338	3.1329	10.5214	3.3049	5.1351	9.7929	21.121	23.2536	24.1703	26.1803	2.7885	32.3065	28.6573	16.6055	17.0007	53.6837	62.8043	49.7474	59.6859	2.9361	3.2577	21.2338	16.8713	21.3284	17.9784	33.6116	34.647	37.6904	40.1919	4.1603	2.867	22.7414	19.3044	6.3742	12.5736	22.6244	40.203	37.0787	23.6212	2.7537	2.4787	1.2771	10.071	15.9348	1.394	3.9229	19.8925	29.7519	33.8531	39.9179	1.0737	12.697	1.1112	4.8511	8.4276	9.8351	8.7036	51.5876	55.7262	68.4541	57.0124	0.8495	10.5959	0.7858	70.4584	62.8556	0.0492	0.0634	0.1746	0.2517	41.4703	17.6625	10.4277	7.7243	28.5108	8.2995	49.0835	55.7503	60.53	44.0447	1.0851	0.1153	0.1218	37.279	11.8628
Symbiont_to_Extraction_Spikein_Ratio	1.544776119402985	140.20192307692307	7520.0	9365.0	35.13028169014085	67.37826086956522	39.76232394366197	27.908474576271185	9.835506519558676	6.532110091743119	12.370477568740956	9.45432098765432	111.51026392961877	109.99230769230769	32.388429752066116	18.84313725490196	51.095	63.082774049217	31.132450331125828	6.061946902654867	29.394285714285715	8.030685920577618	200.00819672131146	177.5076923076923	33.029761904761905	75.18493150684931	33.230283911671926	65.29773462783172	6.8170478170478175	6.535087719298246	28.539473684210527	5.739659367396594	185.95698924731184	226.72222222222223	1.8108108108108107	6.2272727272727275	0	0	31.407035175879397	11.61023622047244	7.815195071868583	65.0863309352518	8.65677966101695	3.9957627118644066	10.96376811594203	4.720524017467249	139.6140350877193	64.24324324324324	24.9595015576324	65.63815789473684	37.914191419141915	45.00970873786408	28.532846715328468	6.529197080291971	13.979293544457978	12.144444444444444	92.72911392405064	188.42857142857142	44.0328947368421	73.64124293785311	57.40597014925373	27.07391304347826	18.134328358208954	8.848648648648648	11.20754716981132	90.22916666666667	125.18805970149253	10.645962732919255	9.05084745762712	15.92	22.526315789473685	7.633928571428571	1.5528455284552845	5.378378378378378	1.8046875	111.12226277372262	108.79723502304148	8.400745573159366	18.448132780082986	8.297597042513864	12.216666666666667	6.60702875399361	4.592508513053349	4.875141884222474	3.9066339066339064	50.04662004662005	94.78989361702128	13.431876606683804	12.08817635270541	35.19676549865229	23.707142857142856	7.784929356357928	4.5058823529411764	4.417302798982188	9.654929577464788	87.22289156626506	79.62033898305084	1735.475	37.335260115606935	22.765765765765767	1095.3428571428572	154.69032258064516	17.85958904109589	13.700650759219089	9.528985507246377	5.012224938875305	882.2121212121212	47.476190476190474	783.1666666666666	111.83064516129032	81.29856115107914	48.66279069767442	46.89108910891089	4.0889724310776945	2.7172523961661343	3.3719512195121952	2.9725274725274726	832.7113402061856	118.58904109589041	3136.3684210526317	1.3516624040920715	1.8940027894002789	24402.0	12611.0	13147.0	11494.0	7.208201892744479	36.00425531914894	79.24166666666666	72.65573770491804	21.531147540983607	108.04424778761062	9.433962264150944	9.810426540284361	5.053571428571429	7.5828125	720.2178217821782	1624.75	1722.1	9.114678899082568	30.056818181818183
%_of_all_Algae_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_all_Rotifers_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
