Statistics	EXPERIMENT_2_T_B01	EXPERIMENT_2_T_B02	EXPERIMENT_2_T_G01	EXPERIMENT_2_T_G02	EXPERIMENT_2_T_KE008_A01	EXPERIMENT_2_T_KE008_A02	EXPERIMENT_2_T_KE008_A03	EXPERIMENT_2_T_KE008_A04	EXPERIMENT_2_T_KE008_A05	EXPERIMENT_2_T_KE008_A06	EXPERIMENT_2_T_KE008_A07	EXPERIMENT_2_T_KE008_A08	EXPERIMENT_2_T_KE008_A09	EXPERIMENT_2_T_KE008_A10	EXPERIMENT_2_T_KE008_B01	EXPERIMENT_2_T_KE008_B02	EXPERIMENT_2_T_KE008_B03	EXPERIMENT_2_T_KE008_B04	EXPERIMENT_2_T_KE008_B05	EXPERIMENT_2_T_KE008_B06	EXPERIMENT_2_T_KE008_B07	EXPERIMENT_2_T_KE008_B08	EXPERIMENT_2_T_KE008_B09	EXPERIMENT_2_T_KE008_B10	EXPERIMENT_2_T_KE008_C01	EXPERIMENT_2_T_KE008_C02	EXPERIMENT_2_T_KE008_C03	EXPERIMENT_2_T_KE008_C04	EXPERIMENT_2_T_KE008_C05	EXPERIMENT_2_T_KE008_C06	EXPERIMENT_2_T_KE008_C07	EXPERIMENT_2_T_KE008_C08	EXPERIMENT_2_T_KE008_C09	EXPERIMENT_2_T_KE008_C10	EXPERIMENT_2_T_L01	EXPERIMENT_2_T_L02	EXPERIMENT_2_T_Neg_PCR1	EXPERIMENT_2_T_Neg_PCR2	EXPERIMENT_2_T_PL010_A01	EXPERIMENT_2_T_PL010_A02	EXPERIMENT_2_T_PL010_A03	EXPERIMENT_2_T_PL010_A04	EXPERIMENT_2_T_PL010_A05	EXPERIMENT_2_T_PL010_A06	EXPERIMENT_2_T_PL010_A07	EXPERIMENT_2_T_PL010_A08	EXPERIMENT_2_T_PL010_A09	EXPERIMENT_2_T_PL010_A10	EXPERIMENT_2_T_PL010_B01	EXPERIMENT_2_T_PL010_B02	EXPERIMENT_2_T_PL010_B03	EXPERIMENT_2_T_PL010_B04	EXPERIMENT_2_T_PL010_B05	EXPERIMENT_2_T_PL010_B06	EXPERIMENT_2_T_PL010_B07	EXPERIMENT_2_T_PL010_B08	EXPERIMENT_2_T_PL010_B09	EXPERIMENT_2_T_PL010_B10	EXPERIMENT_2_T_PL010_C01	EXPERIMENT_2_T_PL010_C02	EXPERIMENT_2_T_PL010_C03	EXPERIMENT_2_T_PL010_C04	EXPERIMENT_2_T_PL010_C05	EXPERIMENT_2_T_PL010_C06	EXPERIMENT_2_T_PL010_C07	EXPERIMENT_2_T_PL010_C08	EXPERIMENT_2_T_PL010_C09	EXPERIMENT_2_T_PL015_A01	EXPERIMENT_2_T_PL015_A02	EXPERIMENT_2_T_PL015_A03	EXPERIMENT_2_T_PL015_A04	EXPERIMENT_2_T_PL015_A05	EXPERIMENT_2_T_PL015_A06	EXPERIMENT_2_T_PL015_A07	EXPERIMENT_2_T_PL015_A08	EXPERIMENT_2_T_PL015_A09	EXPERIMENT_2_T_PL015_A10	EXPERIMENT_2_T_PL015_B01	EXPERIMENT_2_T_PL015_B02	EXPERIMENT_2_T_PL015_B03	EXPERIMENT_2_T_PL015_B04	EXPERIMENT_2_T_PL015_B05	EXPERIMENT_2_T_PL015_B06	EXPERIMENT_2_T_PL015_B07	EXPERIMENT_2_T_PL015_B08	EXPERIMENT_2_T_PL015_B09	EXPERIMENT_2_T_PL015_B10	EXPERIMENT_2_T_PL015_C01	EXPERIMENT_2_T_PL015_C02	EXPERIMENT_2_T_PL015_C03	EXPERIMENT_2_T_PL015_C04	EXPERIMENT_2_T_PL015_C05	EXPERIMENT_2_T_PL015_C06	EXPERIMENT_2_T_PL015_C07	EXPERIMENT_2_T_PL015_C08	EXPERIMENT_2_T_PL015_C09	EXPERIMENT_2_T_PL015_C10	EXPERIMENT_2_T_Q10_A10	EXPERIMENT_2_T_Q11_B01	EXPERIMENT_2_T_Q12_B02	EXPERIMENT_2_T_Q13_B03	EXPERIMENT_2_T_Q14_B04	EXPERIMENT_2_T_Q15_B05	EXPERIMENT_2_T_Q16_B06	EXPERIMENT_2_T_Q17_B07	EXPERIMENT_2_T_Q18_B08	EXPERIMENT_2_T_Q19_B09	EXPERIMENT_2_T_Q1_A01	EXPERIMENT_2_T_Q20_B10	EXPERIMENT_2_T_Q21_C01	EXPERIMENT_2_T_Q22_C02	EXPERIMENT_2_T_Q23_C03	EXPERIMENT_2_T_Q24_C04	EXPERIMENT_2_T_Q25_C05	EXPERIMENT_2_T_Q26_C06	EXPERIMENT_2_T_Q27_C07	EXPERIMENT_2_T_Q28_C08	EXPERIMENT_2_T_Q29_C09	EXPERIMENT_2_T_Q2_A02	EXPERIMENT_2_T_Q30_C10	EXPERIMENT_2_T_Q31_B01	EXPERIMENT_2_T_Q32_B02	EXPERIMENT_2_T_Q33_R01	EXPERIMENT_2_T_Q34_R02	EXPERIMENT_2_T_Q35_G01	EXPERIMENT_2_T_Q36_G02	EXPERIMENT_2_T_Q37_L01	EXPERIMENT_2_T_Q38_L02	EXPERIMENT_2_T_Q39_Z01	EXPERIMENT_2_T_Q3_A03	EXPERIMENT_2_T_Q40_Z02	EXPERIMENT_2_T_Q4_A04	EXPERIMENT_2_T_Q5_A05	EXPERIMENT_2_T_Q6_A06	EXPERIMENT_2_T_Q7_A07	EXPERIMENT_2_T_Q8_A08	EXPERIMENT_2_T_Q9_A09	EXPERIMENT_2_T_R01	EXPERIMENT_2_T_R02	EXPERIMENT_2_T_Z01	EXPERIMENT_2_T_Z02
#########
%_of_all_Symbionts_reads_in_lib	0.0	1.0551558752997603	0.04008551576696954	0.03215434083601286	63.0105126058238	62.5443234836703	59.748718379695774	46.82360528861658	36.15016772535864	17.2550127082745	36.98245614035088	22.29911572472126	50.40309996879226	42.65982545754404	78.89536959885729	45.75936883629191	68.1684171733923	63.082375610763194	68.59950424929178	30.766666666666666	44.52195972728714	46.434256606176376	43.417701047183925	45.802203676032896	52.525732383214574	51.91796745267353	56.144085838371794	59.773775010693406	36.34765625	28.305900794983764	29.03010033444816	26.40750670241287	50.369321443606715	46.53315382026254	0.9398496240601504	0.45351473922902497	0.14534883720930233	0.11702750146284377	70.64669237614952	42.76613816534541	43.76122978638451	53.27368849125661	20.093603744149764	22.144772117962468	19.644653033858532	17.641418983700863	44.79691790647158	46.15112994350282	53.68680905870988	58.97776596687041	54.64341085271318	44.73149934016851	35.37352071005917	26.41957275880957	51.619322080417184	56.64310954063604	41.957186544342505	38.07872034507548	68.57811977249916	59.6853966010933	74.18160272552214	51.55266015200869	57.39017528673447	53.954802259887	28.72045986800085	29.913073120845407	61.86916323156105	34.00157232704403	39.75903614457831	34.660728320670685	57.28218465539662	9.209100758396534	7.400194741966894	13.88888888888889	10.896309314586995	56.93479722159982	53.08756139161169	44.88541575204144	58.635088812714244	42.824561403508774	36.38238050609184	38.84430176565008	35.22103904485318	19.352014010507883	23.936770794128716	51.45170670603498	52.460404150737304	44.83271375464684	42.78963002970564	61.5162871144422	51.11502864698105	44.720788362271236	18.548178765176957	31.17071402682131	35.26462395543176	43.316915187909046	45.30086199681982	60.31442046591396	63.497089639115245	50.44835602789771	77.33415867120603	35.7755323859748	53.13267813267814	38.19374930486041	25.9682224428997	33.57857563272513	61.70183705524824	54.63510848126233	62.574900835513546	61.91978684616464	56.35255125005115	54.024112088628215	44.98732202067486	20.979228486646882	20.809548521017124	21.07367218732153	18.4964200477327	55.094161607885496	63.85005695350523	63.415414673583506	0.11108025548458762	0.08310249307479224	0.8036643764313971	0.8949904831328716	0.0	0.02608242044861763	0.3069053708439898	0.7070217917675545	0.014138938637006316	65.53814002089864	0.010938525486764385	65.64477252184393	20.101522842639593	26.80257510729614	13.510986442262741	26.29749768303985	61.6583634750563	0.9229789942711649	0.9500478011472276	0.12779552715654952	0.33772374197906113
%_of_PCR_contamination_reads_in_lib	77.19216417910447	3.127783487495718	0.13361838588989847	0.15005359056806003	5.563308214717648	3.284603421461897	6.235818135977813	9.771041599484038	26.921704375133825	61.81869528381812	22.49122807017544	25.192233756247596	1.4069489233329866	1.683578807522276	4.094750624925604	8.64815657715066	4.684908789386402	4.098135021677792	15.855169971671387	40.166666666666664	18.931346123355002	21.537726838586437	1.6091861076294827	2.235261246158145	11.623119556611243	8.136831617402857	9.239546964148856	3.6024903759327027	31.210937500000004	37.59937297055201	28.2943143812709	29.2225201072386	0.8190133568066132	1.1556153932458209	31.954887218045116	37.641723356009074	98.92441860465117	99.03452311293154	6.531197468604766	12.117780294450736	16.130964264324216	7.370882472549817	33.82215288611544	42.68096514745308	49.245725779416695	40.84372003835091	2.5205951063568177	1.765536723163842	12.568423312224967	12.038267339888387	9.891472868217054	4.791391736879504	27.200443786982248	27.88022640131459	18.388911760669686	18.763250883392228	2.555511235208084	2.8378864126527676	9.52157912345266	2.201480049087055	3.777218189897793	7.62214983713355	17.87491884873404	16.38418079096045	19.672131147540984	27.44162263507755	2.1984675935629614	28.852201257861637	25.76974564926372	13.439874246790673	15.149544863459038	55.09209100758397	42.745861733203505	44.94949494949495	40.94903339191564	2.325469735283762	2.562521833836796	13.223285626481692	14.540355250856965	12.526315789473685	13.495782567947517	28.186195826645267	24.282026460148433	27.408056042031525	26.797139631162963	2.49183554780119	2.113599126160568	18.022304832713754	13.867134755603564	4.669933698472182	9.413838695460555	15.720319099014546	28.907259106174116	25.860819137368612	17.74373259052925	1.7340260441265771	1.6026445727675955	1.3505788194940689	9.271245634458673	15.210893390900033	1.488187351697101	4.267139004065859	19.533169533169534	28.339450561672784	38.331678252234354	36.19776339022955	1.1029160691115207	12.667104974797283	1.4558190564604607	4.84504277099986	8.744220303613078	9.764309764309765	7.665301345816267	49.272997032640944	44.680851063829785	61.85037121644774	47.61336515513126	0.9310640199620126	11.183597390493942	0.8741494307080778	57.28964176617606	53.37950138504155	1.190922340204039	0.08099461385817842	0.21291156566040606	0.3651538862806468	45.294117647058826	33.181598062953995	13.342445093788294	8.087774294670847	32.67337562896522	9.55860198855077	49.23857868020304	56.845493562231766	60.3085553997195	46.906858202038926	1.1683614276939875	0.06365372374283895	0.08365200764818356	37.25239616613418	16.683552853765622
%_of_Extraction_contamination_reads_in_lib	10.307835820895523	94.85782802329565	0.427578834847675	0.482315112540193	12.205786584798586	9.990668740279936	10.782418690646272	12.770074169622703	22.32531582328171	8.302739339169726	18.684210526315788	26.220684352172242	8.132216789763861	9.036351558742012	6.826568265682657	28.62994993172508	4.993550764695043	6.30720528525222	6.400495750708216	11.633333333333333	14.063738703028381	12.814390321553645	7.906440787611693	6.9329543107742015	12.098178939034046	15.252407837927597	9.571659712168952	7.043391473789269	15.56640625	11.264136154965849	15.08361204013378	14.101876675603217	8.084886524551264	9.723624668087812	42.76315789473684	51.47392290249433	0.9244186046511628	0.8484493856056173	8.380302580836547	17.893544733861834	11.33958874026752	12.99308662057747	18.096723868954758	17.640750670241285	21.488434461951055	24.30488974113135	8.738063035370303	7.297551789077213	13.630997102071483	14.10222340331296	14.550387596899226	13.41488173789463	22.42973372781065	20.905605258353113	14.786606285165362	14.558303886925794	8.892434516686611	9.778936017253773	8.069588491134159	4.953330110445874	6.991556806399052	13.116178067318133	13.43864964293443	16.290018832391713	23.525654673195657	28.85631498210329	3.0764572998905426	22.44496855345912	18.741633199464523	13.335079905685093	12.418725617685306	22.914409534127845	24.342745861733203	27.525252525252526	20.38664323374341	4.679747767356999	5.057230339272137	21.27491439107911	14.12901215331879	16.017543859649123	17.39456419868791	9.887640449438202	14.165859954824137	27.699941622883827	20.097854723372226	7.3547174875855585	9.658656471873293	19.449814126394052	17.76937618147448	10.550590948400115	8.82327016306743	15.157203190990145	36.86385946783777	15.40413193185937	12.200557103064066	3.5220295526617638	3.4521717298518704	5.3122766900100045	11.79976717112922	17.103952175357023	4.74569276797689	18.095084738939658	13.344594594594595	25.414303192080972	25.521350546176762	10.123602118893468	5.063853035580141	13.806706114398423	4.498269896193772	10.636656850371617	9.795818159499161	10.014119691539046	10.512970548078798	15.133531157270031	13.933575505967827	7.709880068532267	15.314240254574383	6.6130373791168555	8.439473956715336	2.245166071548878	20.88308803110247	26.675900277008306	21.761399125546532	21.28538452192929	0.5702988365903734	0.6433663710659016	45.012787723785166	63.360774818401936	85.0127250447733	11.055381400208987	63.96849704659812	11.833383549261827	22.741116751269036	9.871244635193133	15.100514258999532	18.037534754402223	4.03876339316181	22.334500318268617	26.649139579349907	55.65495207667731	79.97298210064167
%_of_all_contaminants_reads_in_lib	87.5	97.9856	0.5612	0.6324	17.7691	13.2753	17.0182	22.5411	49.247	70.1214	41.1754	51.4129	9.5392	10.7199	10.9213	37.2781	9.6785	10.4053	22.2557	51.8	32.9951	34.3521	9.5156	9.1682	23.7213	23.3892	18.8112	10.6459	46.7773	48.8635	43.3779	43.3244	8.9039	10.8792	74.718	89.1156	99.8488	99.883	14.9115	30.0113	27.4706	20.364	51.9189	60.3217	70.7342	65.1486	11.2587	9.0631	26.1994	26.1405	24.4419	18.2063	49.6302	48.7858	33.1755	33.3216	11.4479	12.6168	17.5912	7.1548	10.7688	20.7383	31.3136	32.6742	43.1978	56.2979	5.2749	51.2972	44.5114	26.775	27.5683	78.0065	67.0886	72.4747	61.3357	7.0052	7.6198	34.4982	28.6694	28.5439	30.8903	38.0738	38.4479	55.108	46.895	9.8466	11.7723	37.4721	31.6365	15.2205	18.2371	30.8775	65.7711	41.265	29.9443	5.2561	5.0548	6.6629	21.071	32.3148	6.2339	22.3622	32.8778	53.7538	63.853	46.3214	6.1668	26.4738	5.9541	15.4817	18.54	19.7784	18.1783	64.4065	58.6144	69.5603	62.9276	7.5441	19.6231	3.1193	78.1727	80.0554	22.9523	21.3664	0.7832	1.0085	90.3069	96.5424	98.3552	19.1432	96.6419	21.392	71.9797	66.7167	75.4091	64.9444	5.2071	22.3982	26.7328	92.9073	96.6565
%_of_PCR_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_Extraction_Spikein_reads_in_lib	12.5	0.7125727989037342	0.013361838588989844	0.010718113612004287	2.6421062424411574	1.4307931570762054	2.3867551895117236	3.171020101042674	7.115837556205838	6.156452979384355	6.06140350877193	7.7854671280276815	0.886819931342973	0.8933275305220238	2.8806094512558027	4.642694583522986	1.8426386585590566	1.5380909779092975	2.673512747875354	9.416666666666666	2.774694783573807	8.818847500795925	0.49326810334371085	0.5527412320662803	2.660332541567696	1.2122218532049154	2.6994805415992507	1.46856138016254	9.39453125	8.935169633859589	2.5418060200668897	11.018766756032171	0.5338895480117877	0.43756311006395154	24.342105263157894	9.977324263038549	0.0	0.0	2.9516463957282704	7.191392978482446	9.722499500898381	1.4131760878405857	7.363494539781591	12.654155495978554	4.626215219577606	10.977948226270374	0.700848395426042	1.52424670433145	3.44531501556295	1.3464434405173178	2.3488372093023258	2.0911582580448687	2.533284023668639	10.005477451159393	5.633319610264855	6.36042402826855	1.0503922350751231	0.5158159597411934	2.03412512546002	1.316425569893273	1.6540759393670075	3.329714078899747	4.349707855442545	8.709981167608287	6.770278901426442	0.8181353332197034	0.7801765294953306	6.328616352201258	7.898259705488621	5.239717055279015	3.7061118335500653	6.067172264355363	23.953261927945473	9.343434343434344	22.495606326889277	0.87705259114625	0.891848015946407	9.421371498814645	4.50607665939545	9.491228070175438	6.747891283973758	10.048154093097914	14.214262665375928	12.857559836544075	15.318027850959728	1.9192054757750636	1.026761332605134	5.784386617100372	6.737780178233864	2.67368117613145	3.70207139709123	9.964023150320664	13.174890209248256	14.244291409931135	7.910863509749304	1.1200323864786452	1.234412921583396	0.05716735743890238	2.4167636786961584	3.6864828960478246	0.09027132982564738	0.6239684392737812	4.4840294840294845	5.127349571794016	6.852035749751738	12.0364920541495	0.11268182749436591	1.8408941485864563	0.1265929614313444	0.8694432758378908	1.1375260853553746	1.8681438036276747	1.9699629412912034	11.839762611275964	16.242864556305136	9.366076527698459	14.478918058870327	0.1204176132484203	0.7559283421352387	0.03200161692380246	21.716189947236877	19.861495844875346	0.004164064126587549	0.008099461385817843	0.007603984487871645	0.00869414014953921	8.107416879795396	2.2760290556900724	1.1311150909605052	1.2748171368861023	3.336250273463137	0.8511599879481772	5.380710659898477	4.527896995708155	7.854137447405329	7.414272474513438	0.13785572920221115	0.06365372374283895	0.05975143403441683	6.964856230031949	2.971968929415738
%_of_all_Spikeins_in_lib	12.5	0.7126	0.0134	0.0107	2.6421	1.4308	2.3868	3.171	7.1158	6.1565	6.0614	7.7855	0.8868	0.8933	2.8806	4.6427	1.8426	1.5381	2.6735	9.4167	2.7747	8.8188	0.4933	0.5527	2.6603	1.2122	2.6995	1.4686	9.3945	8.9352	2.5418	11.0188	0.5339	0.4376	24.3421	9.9773	0.0	0.0	2.9516	7.1914	9.7225	1.4132	7.3635	12.6542	4.6262	10.9779	0.7008	1.5242	3.4453	1.3464	2.3488	2.0912	2.5333	10.0055	5.6333	6.3604	1.0504	0.5158	2.0341	1.3164	1.6541	3.3297	4.3497	8.71	6.7703	0.8181	0.7802	6.3286	7.8983	5.2397	3.7061	6.0672	23.9533	9.3434	22.4956	0.8771	0.8918	9.4214	4.5061	9.4912	6.7479	10.0482	14.2143	12.8576	15.318	1.9192	1.0268	5.7844	6.7378	2.6737	3.7021	9.964	13.1749	14.2443	7.9109	1.12	1.2344	0.0572	2.4168	3.6865	0.0903	0.624	4.484	5.1273	6.852	12.0365	0.1127	1.8409	0.1266	0.8694	1.1375	1.8681	1.97	11.8398	16.2429	9.3661	14.4789	0.1204	0.7559	0.032	21.7162	19.8615	0.0042	0.0081	0.0076	0.0087	8.1074	2.276	1.1311	1.2748	3.3363	0.8512	5.3807	4.5279	7.8541	7.4143	0.1379	0.0637	0.0598	6.9649	2.972
%_of_sum_of_Spikeins_and_Contaminants	100.0	98.6982	0.5746	0.6431	20.4112	14.7061	19.405	25.7121	56.3628	76.2779	47.2368	59.1984	10.426	11.6132	13.8019	41.9208	11.5211	11.9434	24.9292	61.2167	35.7698	43.1709	10.0089	9.7209	26.3816	24.6014	21.5107	12.1145	56.1718	57.7987	45.9197	54.3432	9.4378	11.3168	99.0601	99.0929	99.8488	99.883	17.8631	37.2027	37.1931	21.7772	59.2824	72.9759	75.3604	76.1265	11.9595	10.5873	29.6447	27.4869	26.7907	20.2975	52.1635	58.7913	38.8088	39.682	12.4983	13.1326	19.6253	8.4712	12.4229	24.068	35.6633	41.3842	49.9681	57.116	6.0551	57.6258	52.4097	32.0147	31.2744	84.0737	91.0419	81.8181	83.8313	7.8823	8.5116	43.9196	33.1755	38.0351	37.6382	48.122	52.6622	67.9656	62.213	11.7658	12.7991	43.2565	38.3743	17.8942	21.9392	40.8415	78.946	55.5093	37.8552	6.3761	6.2892	6.7201	23.4878	36.0013	6.3242	22.9862	37.3618	58.8811	70.705	58.3579	6.2795	28.3147	6.0807	16.3511	19.6775	21.6465	20.1483	76.2463	74.8573	78.9264	77.4065	7.6645	20.379	3.1513	99.8889	99.9169	22.9565	21.3745	0.7908	1.0172	98.4143	98.8184	99.4863	20.418	99.9782	22.2432	77.3604	71.2446	83.2632	72.3587	5.345	22.4619	26.7926	99.8722	99.6285
Symbiont_to_Extraction_Spikein_Ratio	0.0	1.4807692307692308	3.0	3.0	23.848591549295776	43.71304347826087	25.033450704225352	14.766101694915255	5.0802407221665	2.802752293577982	6.101302460202605	2.8641975308641974	56.83577712609971	47.753846153846155	27.388429752066116	9.856209150326798	36.995	41.013422818791945	25.658940397350992	3.2672566371681415	16.045714285714286	5.265342960288809	88.02049180327869	82.86373626373626	19.74404761904762	42.82876712328767	20.798107255520506	40.702265372168284	3.869022869022869	3.1679197994987467	11.421052631578947	2.3965936739659366	94.34408602150538	106.34615384615384	0.03861003861003861	0.045454545454545456	0	0	23.934673366834172	5.946850393700787	4.501026694045175	37.697841726618705	2.7288135593220337	1.75	4.246376811594203	1.6069868995633187	63.91812865497076	30.27799227799228	15.582554517133957	43.80263157894737	23.264026402640265	21.390776699029125	13.963503649635037	2.6405109489051095	9.163215590742997	8.905555555555555	39.94430379746836	73.82229965156795	33.713815789473685	45.33898305084746	44.84776119402985	15.482608695652173	13.194029850746269	6.194594594594594	4.2421383647798745	36.5625	79.30149253731344	5.372670807453416	5.033898305084746	6.615	15.456140350877194	1.5178571428571428	0.3089430894308943	1.4864864864864864	0.484375	64.91605839416059	59.525345622119815	4.764212488350419	13.012448132780083	4.512014787430684	5.391666666666667	3.865814696485623	2.4778660612939842	1.5051078320090805	1.5626535626535627	26.80885780885781	51.09308510638298	7.750642673521851	6.350701402805611	23.00808625336927	13.807142857142857	4.4882260596546315	1.407843137254902	2.188295165394402	4.457746478873239	38.674698795180724	36.69830508474576	1055.05	26.273603082851636	13.684684684684685	856.6857142857143	57.33548387096774	11.849315068493151	7.449023861171367	3.789855072463768	2.7897310513447433	547.5757575757576	29.678571428571427	494.3	71.21774193548387	49.539568345323744	28.91860465116279	22.836633663366335	1.7719298245614035	1.281150159744409	2.25	1.2774725274725274	457.5257731958763	84.46575342465754	1981.6315789473683	0.005115089514066497	0.0041841004184100415	193.0	110.5	0.0	3.0	0.03785488958990536	0.31063829787234043	0.0125	51.40983606557377	0.003278688524590164	77.12389380530973	3.7358490566037736	5.919431279620853	1.7202380952380953	3.546875	447.26732673267327	14.5	15.9	0.01834862385321101	0.11363636363636363
%_of_all_Algae_reads_in_lib	0.0	0.044535799931483384	99.38535542490646	99.32475884244373	0.9396222904456228	4.976671850699844	1.9623497772922094	1.3544018058690745	0.777960174148883	0.0	0.1929824561403509	0.0	4.725371892229273	3.0121171862473375	0.42256874181645043	0.1668942497344864	1.6445550027639582	2.677035303833184	0.141643059490085	0.65	5.88235294117647	0.0	1.206889580722112	1.4407716510562825	0.4908946951702296	1.253736300232481	1.7797837009282125	0.960030416805285	0.0	0.727802037845706	0.7357859531772575	0.0	1.881051705002105	1.7240734507648003	0.0	0.45351473922902497	0.005813953488372093	0.0	0.5389103134579254	0.0	0.9982032341784788	2.9991866612444085	0.093603744149766	0.0	0.0	0.0	1.7869584819049962	1.088747645951036	0.25759364602339807	0.7883780671450085	0.4728682170542635	1.065881636382093	0.4992603550295858	0.29213072850100424	0.4254151228214629	0.17667844522968199	1.1833532774896955	1.403666427030913	0.38139846102375374	3.2799077758357815	0.7653187182145855	0.39811798769453494	1.2984202553559836	0.0	0.0	0.0	0.4424881809077994	0.7075471698113208	0.0	0.8383547288446425	0.3250975292587776	0.0	1.071080817916261	0.0	0.0	1.2835696680644026	1.7179376528368575	0.1492668364211081	0.6606419445310066	0.2982456140350877	5.098406747891284	1.6051364365971106	1.0971281058405937	0.0	0.0	1.5792063705095511	0.835608956854178	0.14869888475836432	0.08101539292465569	1.0810031709426347	0.7227853680035258	2.8625058657907085	0.0	0.6886553098948894	0.724233983286908	1.8014978746373387	1.339024186124362	2.5139345433757327	1.629802095459837	0.2656924609764198	2.868049107603425	2.346926452236222	1.335995085995086	0.10010010010010009	0.0	0.47086521483225424	1.1677934849416103	0.6793776024545255	1.7512026331335977	1.3812929462908428	1.313474364744875	0.5104811556424459	0.25355958650282817	0.0	1.0119356512714064	0.0	0.03977724741447892	1.2811440914677292	1.5222118670394533	2.821195176177323	0.0	0.0	1.3533208411409536	1.5145992791479368	99.20918561326135	98.93931490175622	0.8184143222506393	0.47457627118644063	0.49486285229522103	0.7314524555903866	0.010938525486764385	1.084664055438385	1.015228426395939	0.0	0.0	0.0	2.1005937350713166	1.281031190324634	1.2368546845124282	0.0	0.033772374197906116
%_of_all_Rotifers_reads_in_lib	0.0	0.20212401507365535	0.0	0.0	15.638664061773188	17.77293934681182	18.883939826876208	26.109857035364936	6.709014345871102	6.467099689353289	15.587719298245615	18.502499038831218	34.44554249453864	42.714799459422316	6.8801333174622075	12.152935821574875	18.665929611203243	22.29715780056431	6.329674220963173	7.366666666666667	13.825907721579197	10.394778732887614	45.36651437350908	43.036067883912196	20.601741884402216	22.226834938558618	20.565443242782937	27.151751342616798	7.480468749999999	13.16761840779308	24.31438127090301	19.249329758713138	38.31183742202151	40.42596955757507	0.0	0.0	0.0	0.0	10.951250865222981	20.03114382785957	18.047514473946897	21.94997966653111	20.530421216848673	4.879356568364612	4.994971505196111	6.2320230105465	41.456617074470266	42.17278719397363	16.41086186540732	12.746921782265922	18.093023255813954	33.905187290630394	11.963757396449704	14.496987401862333	9.146425140661451	3.498233215547703	44.36112219119798	47.38497483824587	11.415189026430244	28.563459893644715	12.630227620599419	23.98117987694535	5.648128110798528	4.661016949152542	21.311475409836063	12.970853928754048	31.63324716458231	7.665094339622641	7.83132530120482	32.48624574272989	11.118335500650195	6.717226435536294	0.4868549172346641	4.292929292929292	5.272407732864675	33.89936301654877	36.682900766496104	11.045745895161998	7.528825179183546	18.842105263157894	20.880974695407687	11.428571428571429	11.019683768957728	12.68242848803269	13.850207000376363	35.20332841229365	33.904969961769524	11.762081784386618	18.75506346205779	19.508503891611415	26.22300572939621	11.5751603316127	2.5058124515629037	12.631388184124685	26.155988857938716	48.50549895418663	47.070884592852956	30.45162212376733	11.385331781140861	13.28462304882099	13.473640771690912	38.89134897950968	8.16953316953317	2.825047269491714	3.326713008937438	7.5927015891701	30.85091852762412	16.370808678500985	29.59321461726728	20.347777310335154	22.656409836736362	23.81883349625285	34.61088355763604	2.7744807121661723	3.321224701608718	0.0	4.05727923627685	35.96017528831949	14.2487314901108	30.61207303105841	0.0	0.0	74.88652925255049	76.2159316405459	0.0	0.01738828029907842	0.46035805626598464	0.0	0.004712979545668771	13.312434691745038	0.0	11.027417896956916	1.5228426395939088	1.9527896995708154	3.225806451612903	1.3438368860055607	30.89606223981437	75.3341820496499	71.02055449330784	0.0	0.0
