Statistics	EXPERIMENT_1_T_AU_031_1	EXPERIMENT_1_T_AU_031_2	EXPERIMENT_1_T_B1	EXPERIMENT_1_T_B2	EXPERIMENT_1_T_CH_001_1	EXPERIMENT_1_T_CH_001_2	EXPERIMENT_1_T_DE_001_1	EXPERIMENT_1_T_DE_001_2	EXPERIMENT_1_T_ES_004_1	EXPERIMENT_1_T_ES_004_2	EXPERIMENT_1_T_FR_072_1	EXPERIMENT_1_T_FR_072_2	EXPERIMENT_1_T_FR_083_1	EXPERIMENT_1_T_FR_083_2	EXPERIMENT_1_T_FR_123_1	EXPERIMENT_1_T_FR_123_2	EXPERIMENT_1_T_G1	EXPERIMENT_1_T_G2	EXPERIMENT_1_T_GB_003_1	EXPERIMENT_1_T_GB_003_2	EXPERIMENT_1_T_GB_093_1	EXPERIMENT_1_T_GB_093_2	EXPERIMENT_1_T_HU_012_1	EXPERIMENT_1_T_HU_012_2	EXPERIMENT_1_T_IN_030_1	EXPERIMENT_1_T_IN_030_2	EXPERIMENT_1_T_IT_048_1	EXPERIMENT_1_T_IT_048_2	EXPERIMENT_1_T_JP_002_1	EXPERIMENT_1_T_JP_002_2	EXPERIMENT_1_T_KE_008_A1	EXPERIMENT_1_T_KE_008_A2	EXPERIMENT_1_T_KE_008_A3	EXPERIMENT_1_T_KE_008_A4	EXPERIMENT_1_T_KE_008_B1	EXPERIMENT_1_T_KE_008_B2	EXPERIMENT_1_T_KE_008_B3	EXPERIMENT_1_T_KE_008_B4	EXPERIMENT_1_T_KE_008_C1	EXPERIMENT_1_T_KE_008_C2	EXPERIMENT_1_T_KE_008_C3	EXPERIMENT_1_T_KE_008_C4	EXPERIMENT_1_T_MG_002_1	EXPERIMENT_1_T_MG_002_2	EXPERIMENT_1_T_Neg_PCRI_1	EXPERIMENT_1_T_Neg_PCRI_2	EXPERIMENT_1_T_NO_385_1	EXPERIMENT_1_T_NO_385_2	EXPERIMENT_1_T_NO_386_1	EXPERIMENT_1_T_NO_386_2	EXPERIMENT_1_T_NZ_030_1	EXPERIMENT_1_T_NZ_030_2	EXPERIMENT_1_T_PL_010_A1	EXPERIMENT_1_T_PL_010_A2	EXPERIMENT_1_T_PL_010_A3	EXPERIMENT_1_T_PL_010_A4	EXPERIMENT_1_T_PL_010_B1	EXPERIMENT_1_T_PL_010_B2	EXPERIMENT_1_T_PL_010_B3	EXPERIMENT_1_T_PL_010_B4	EXPERIMENT_1_T_PL_010_C1	EXPERIMENT_1_T_PL_010_C2	EXPERIMENT_1_T_PL_010_C3	EXPERIMENT_1_T_PL_010_C4	EXPERIMENT_1_T_PL_014_1	EXPERIMENT_1_T_PL_014_2	EXPERIMENT_1_T_PL_015_A1	EXPERIMENT_1_T_PL_015_A2	EXPERIMENT_1_T_PL_015_A3	EXPERIMENT_1_T_PL_015_A4	EXPERIMENT_1_T_PL_015_B1	EXPERIMENT_1_T_PL_015_B2	EXPERIMENT_1_T_PL_015_B3	EXPERIMENT_1_T_PL_015_B4	EXPERIMENT_1_T_PL_015_C1	EXPERIMENT_1_T_PL_015_C2	EXPERIMENT_1_T_PL_015_C3	EXPERIMENT_1_T_PL_015_C4	EXPERIMENT_1_T_PL_016_1	EXPERIMENT_1_T_PL_016_2	EXPERIMENT_1_T_PL_018_1	EXPERIMENT_1_T_PL_018_2	EXPERIMENT_1_T_PL_110_1	EXPERIMENT_1_T_PL_110_2	EXPERIMENT_1_T_PL_247_1	EXPERIMENT_1_T_PL_247_2	EXPERIMENT_1_T_PL_318_1	EXPERIMENT_1_T_PL_318_2	EXPERIMENT_1_T_PT_006_1	EXPERIMENT_1_T_PT_006_2	EXPERIMENT_1_T_PT_008_1	EXPERIMENT_1_T_PT_008_2	EXPERIMENT_1_T_PT_035_1	EXPERIMENT_1_T_PT_035_2	EXPERIMENT_1_T_PT_056_1	EXPERIMENT_1_T_PT_056_2	EXPERIMENT_1_T_r1	EXPERIMENT_1_T_r2	EXPERIMENT_1_T_RU_017_1	EXPERIMENT_1_T_RU_017_2	EXPERIMENT_1_T_SK_003_1	EXPERIMENT_1_T_SK_003_2	EXPERIMENT_1_T_VN_036_1	EXPERIMENT_1_T_VN_036_2	EXPERIMENT_1_TZ_blank_LB_Z	EXPERIMENT_1_TZ_G1_Z	EXPERIMENT_1_TZ_G2_Z	EXPERIMENT_1_TZ_KE_008_A1	EXPERIMENT_1_TZ_KE_008_A2	EXPERIMENT_1_TZ_KE_008_A3	EXPERIMENT_1_TZ_KE_008_A4	EXPERIMENT_1_TZ_KE_008_B1	EXPERIMENT_1_TZ_KE_008_B2	EXPERIMENT_1_TZ_KE_008_B3	EXPERIMENT_1_TZ_KE_008_B4	EXPERIMENT_1_TZ_KE_008_C1	EXPERIMENT_1_TZ_KE_008_C2	EXPERIMENT_1_TZ_KE_008_C3	EXPERIMENT_1_TZ_KE_008_C4	EXPERIMENT_1_TZ_Neg_PCRI	EXPERIMENT_1_TZ_PL_010_A1	EXPERIMENT_1_TZ_PL_010_A2	EXPERIMENT_1_TZ_PL_010_A3	EXPERIMENT_1_TZ_PL_010_A4	EXPERIMENT_1_TZ_PL_010_B1	EXPERIMENT_1_TZ_PL_010_B2	EXPERIMENT_1_TZ_PL_010_B3	EXPERIMENT_1_TZ_PL_010_B4	EXPERIMENT_1_TZ_PL_010_C1	EXPERIMENT_1_TZ_PL_010_C2	EXPERIMENT_1_TZ_PL_010_C3	EXPERIMENT_1_TZ_PL_010_C4	EXPERIMENT_1_TZ_PL_015_A1	EXPERIMENT_1_TZ_PL_015_A2	EXPERIMENT_1_TZ_PL_015_A3	EXPERIMENT_1_TZ_PL_015_A4	EXPERIMENT_1_TZ_PL_015_B1	EXPERIMENT_1_TZ_PL_015_B2	EXPERIMENT_1_TZ_PL_015_B3	EXPERIMENT_1_TZ_PL_015_B4	EXPERIMENT_1_TZ_PL_015_C1	EXPERIMENT_1_TZ_PL_015_C2	EXPERIMENT_1_TZ_PL_015_C3	EXPERIMENT_1_TZ_PL_015_C4	EXPERIMENT_1_TZ_r1_Z	EXPERIMENT_1_TZ_r2_Z
#########
%_of_all_Symbionts_reads_in_lib	65.98566308243727	54.43062385498023	1.4324693042291952	0.08539709649871904	72.71174029777886	70.7588330909402	93.78017935157507	55.091537386956844	64.55575558614846	56.82926829268292	17.231134878193703	17.071598235493724	63.257454312279584	91.76157302836492	32.57363253856943	48.56364536899455	1.10573600552868	0.8446614755180151	16.80672268907563	87.38615664845173	42.30769230769231	65.96958174904944	48.814006024096386	25.0	61.392865809269594	73.35375191424195	66.93208859600952	73.93112853733379	70.53915275994865	49.92323232323233	95.25318963467787	77.86538461538461	72.79166666666667	86.98319551880502	61.45196291181693	78.65879375790806	58.44322558058116	35.19618116195134	71.1559836976658	47.77142857142857	78.94871466939506	96.07774470320433	60.587929240374606	51.7393749497871	0.0	0.0	30.10238907849829	37.10764809902741	54.682898095425095	51.31459655485041	57.56527560812319	53.84615384615385	55.1772063933287	20.56587837837838	48.94727684009048	62.36367562898175	38.11209439528024	49.25213675213676	63.66106719367589	79.62256834485879	90.81989656221478	54.467168998923576	49.96345919610231	64.48733914487339	20.99125364431487	51.65256627185562	18.181818181818183	10.084033613445378	42.30769230769231	62.601626016260155	13.513513513513514	14.084507042253522	9.90990990990991	66.66666666666666	42.375	44.849445324881145	27.87688002798181	61.272806255430055	44.669603524229075	62.4429874572406	33.18568994889268	49.55807294908502	55.07438894792773	30.065947242206235	48.69034804449229	83.79458054579582	91.63376574544088	72.67977450845594	91.37806264860954	82.31238779174147	89.22585794094175	42.579075425790755	44.00243555916379	53.978545325946016	99.14403778040142	72.46143361625674	1.185770750988142	2.001132716632056	20.0	62.212643678160916	77.1477337379101	34.28920073215375	45.45454545454545	34.463276836158194	1.0752688172043012	0.6536717507802838	0.4323155903809781	67.9245283018868	57.446808510638306	48.92086330935252	80.50957621977642	79.87472766884531	76.49056603773585	95.94356261022926	81.41514737772067	54.325259515570934	59.38461538461538	55.172413793103445	83.82053025152956	0.37174721189591076	57.757009345794394	59.538784067085956	77.81429745275267	78.64490954239092	69.5148132245599	52.52613240418118	73.45454545454545	83.99646330680814	82.25477470795475	83.28885239170602	72.31833910034602	89.53224069864817	81.72423171063366	72.45748582860953	26.450742240215924	68.05128205128204	40.11406844106464	59.71855760773966	64.93475108748189	81.62729658792651	41.37931034482759	52.48618784530387	19.12350597609562	84.03465346534654	4.007862166395381	4.97532708587985
%_of_PCR_contamination_reads_in_lib	25.913978494623656	9.497637643428792	80.35470668485675	75.14944491887276	23.407371247254087	7.8364274103858325	5.771441710738101	4.18351591794721	32.51085460129196	12.493777999004479	35.88829471182412	0.831353919239905	33.50432831035589	1.7023704795644214	44.109396914446	11.565131253095592	0.09872642906506071	0.07258809555232942	82.35294117647058	7.786885245901639	57.692307692307686	2.7566539923954374	42.4887048192771	0.0	35.54962387769959	6.5977539561000516	29.800475928976756	8.407773610637573	26.13607188703466	4.290909090909091	0.9350978682938426	15.432692307692308	22.145833333333336	3.4009069085089356	29.374630104557113	10.923660902572754	30.703699381491422	11.805798113866574	21.76732123008522	49.028571428571425	17.47026473973654	0.14008054631413064	22.749739854318417	8.202779786293886	100.0	100.0	56.40500568828214	3.0780282935455348	22.83526408796387	12.455540832694052	17.451461727293015	2.663526949241235	39.74982626824183	76.4358108108108	48.042456934052545	4.383975812547241	54.80825958702064	46.98717948717949	28.26086956521739	3.735539326568862	6.670216002433831	34.71474703982777	43.166869671132766	7.555002075550021	79.00874635568513	16.412859560067684	78.78787878787878	86.5546218487395	57.692307692307686	32.52032520325203	82.43243243243244	83.29979879275655	90.09009009009009	31.25	56.99999999999999	52.496038034865286	70.40923399790137	33.579496090356216	50.5726872246696	10.440421892816419	64.5655877342419	12.959043943732103	39.93092454835281	21.252997601918466	46.07104413347686	2.555710641574818	5.48348687096572	10.243365873779734	3.809573038354182	5.070017953321364	9.201915403032721	12.314574994113492	46.51918002841486	15.006483555345987	0.6746500252993759	3.8845176878755967	7.549407114624505	0.35869360015102886	80.0	3.5919540229885056	21.752323155698843	15.331648217554259	54.54545454545454	7.909604519774012	85.30465949820788	0.4357811671868559	0.35125641718454476	23.090745732255165	32.5531914893617	38.489208633093526	1.0486177311725453	7.489106753812637	9.811320754716983	1.8262502133469873	3.116215565014858	40.484429065743946	32.92307692307692	32.18390804597701	1.549966009517335	99.62825278810409	34.39252336448598	23.89937106918239	9.778142974527526	3.1216743526073074	15.84370974667239	35.278745644599304	19.87878787878788	2.071491726664141	8.881883923604672	12.605214535003078	22.936233316856157	2.1892570881684414	10.824041338047321	13.337779259753251	62.48313090418354	7.82051282051282	50.38022813688213	30.606860158311346	29.96616723054616	8.530183727034121	48.275862068965516	36.46408839779006	71.31474103585657	4.022277227722772	0.31632935106415655	0.33500837520938026
%_of_Extraction_contamination_reads_in_lib	3.225806451612903	0.0	18.21282401091405	24.765157984628523	0.0	0.0	0.24143481260059785	0.12499080949930153	0.4659536164354548	0.45296167247386765	0.9506833036244802	0.20020359687818118	0.8656620711766592	0.0546850852374046	0.45582047685834504	0.5200594353640415	0.6318491460163886	0.9106506532928599	0.0	0.0	0.0	0.0	1.6001506024096386	0.0	0.7279786459597185	0.0	1.5010067728354384	0.1772928741902489	0.5006418485237484	0.2505050505050505	0.3011332118234409	2.6153846153846154	2.3541666666666665	0.16004267804747935	0.39455513908068657	0.25305778152678193	1.5287664838370871	0.33764116893701246	0.9262689885142646	0.1142857142857143	0.396470136846144	0.05253020486779899	0.6633714880332987	0.13657909536434482	0.0	0.0	4.914675767918088	0.15196728558797523	5.517376791674848	0.16040170165283493	1.461727293014952	0.4604918890633176	3.381978225619643	1.1824324324324325	1.9140421089263966	0.13497462477054314	2.7728613569321534	3.7606837606837606	6.7934782608695645	0.006462870807212564	0.7605719501064802	9.634015069967706	3.605359317904994	0.12453300124533001	0.0	0.10152284263959391	1.5151515151515151	3.361344537815126	0.0	0.0	4.054054054054054	2.61569416498994	0.0	1.0416666666666665	0.625	2.654516640253566	1.713885974116824	0.0	2.3348017621145374	0.0	0.44293015332197616	0.07469189592929168	0.5844845908607864	0.0	4.126300681736635	0.0	1.2157673748198283	0.769971126082772	1.6540887005065645	0.12208258527827648	0.8060654429369513	0.12557883996546582	1.156890602800893	0.11788282447247435	0.0	0.06814943312062449	0.0	0.09439305267132339	0.0	0.0	0.45514887161008916	0.0	0.0	0.0	13.620071684587815	2.273128791001708	2.1075385031072686	0.44923629829290207	1.3829787234042552	2.5179856115107913	0.22532281826848083	0.789760348583878	1.0943396226415094	0.6485748421232292	0.24897598586458922	1.0380622837370241	1.2307692307692308	6.896551724137931	0.13596193065941536	0.0	2.0560747663551404	5.450733752620545	1.80772391125719	0.1418942887548776	2.4044654358093602	4.355400696864112	0.48484848484848486	0.17683465959328026	1.9469682922306695	1.2728392527201806	1.6312407315867523	0.21533676277066632	1.7405493608920315	1.1003667889296431	7.017543859649122	0.6666666666666667	3.6121673003802277	2.1108179419525066	2.440792653455776	0.7436570428696413	4.827586206896552	3.314917127071823	5.9760956175298805	0.27846534653465344	0.033782746230152635	0.08601566390511114
%_of_all_contaminants_reads_in_lib	29.1398	9.4976	98.5675	99.9146	23.4074	7.8364	6.0129	4.3085	32.9768	12.9467	36.839	1.0316	34.37	1.7571	44.5652	12.0852	0.7306	0.9832	82.3529	7.7869	57.6923	2.7567	44.0889	0.0	36.2776	6.5978	31.3015	8.5851	26.6367	4.5414	1.2362	18.0481	24.5	3.5609	29.7692	11.1767	32.2325	12.1434	22.6936	49.1429	17.8667	0.1926	23.4131	8.3394	100.0	100.0	61.3197	3.23	28.3526	12.6159	18.9132	3.124	43.1318	77.6182	49.9565	4.519	57.5811	50.7479	35.0543	3.742	7.4308	44.3488	46.7722	7.6795	79.0087	16.5144	80.303	89.916	57.6923	32.5203	86.4865	85.9155	90.0901	32.2917	57.625	55.1506	72.1231	33.5795	52.9075	10.4404	65.0085	13.0337	40.5154	21.253	50.1973	2.5557	6.6993	11.0133	5.4637	5.1921	10.008	12.4402	47.6761	15.1244	0.6747	3.9527	7.5494	0.4531	80.0	3.592	22.2075	15.3316	54.5455	7.9096	98.9247	2.7089	2.4588	23.54	33.9362	41.0072	1.2739	8.2789	10.9057	2.4748	3.3652	41.5225	34.1538	39.0805	1.6859	99.6283	36.4486	29.3501	11.5859	3.2636	18.2482	39.6341	20.3636	2.2483	10.8289	13.8781	24.5675	2.4046	12.5646	14.4381	69.5007	8.4872	53.9924	32.7177	32.407	9.2738	53.1034	39.779	77.2908	4.3007	0.3501	0.421
%_of_PCR_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_Extraction_Spikein_reads_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_all_Spikeins_in_lib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
%_of_sum_of_Spikeins_and_Contaminants	29.1398	9.4976	98.5675	99.9146	23.4074	7.8364	6.0129	4.3085	32.9768	12.9467	36.839	1.0316	34.37	1.7571	44.5652	12.0852	0.7306	0.9832	82.3529	7.7869	57.6923	2.7567	44.0889	0.0	36.2776	6.5978	31.3015	8.5851	26.6367	4.5414	1.2362	18.0481	24.5	3.5609	29.7692	11.1767	32.2325	12.1434	22.6936	49.1429	17.8667	0.1926	23.4131	8.3394	100.0	100.0	61.3197	3.23	28.3526	12.6159	18.9132	3.124	43.1318	77.6182	49.9565	4.519	57.5811	50.7479	35.0543	3.742	7.4308	44.3488	46.7722	7.6795	79.0087	16.5144	80.303	89.916	57.6923	32.5203	86.4865	85.9155	90.0901	32.2917	57.625	55.1506	72.1231	33.5795	52.9075	10.4404	65.0085	13.0337	40.5154	21.253	50.1973	2.5557	6.6993	11.0133	5.4637	5.1921	10.008	12.4402	47.6761	15.1244	0.6747	3.9527	7.5494	0.4531	80.0	3.592	22.2075	15.3316	54.5455	7.9096	98.9247	2.7089	2.4588	23.54	33.9362	41.0072	1.2739	8.2789	10.9057	2.4748	3.3652	41.5225	34.1538	39.0805	1.6859	99.6283	36.4486	29.3501	11.5859	3.2636	18.2482	39.6341	20.3636	2.2483	10.8289	13.8781	24.5675	2.4046	12.5646	14.4381	69.5007	8.4872	53.9924	32.7177	32.407	9.2738	53.1034	39.779	77.2908	4.3007	0.3501	0.421
Symbiont_to_Extraction_Spikein_Ratio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
%_of_all_Algae_reads_in_lib	0.0	2.28521839745444	0.0	0.0	1.4888943129118866	2.5322953203866883	0.04598758335249483	4.087934710683038	0.6353912951392566	4.255848680935789	1.6042780748663104	5.992534781133356	0.0	2.0257257661855963	0.0	4.110946012877662	98.09457991904434	98.10611059786196	0.0	1.912568306010929	0.0	2.8517110266159698	2.5978915662650603	12.5	1.6015530211113806	1.3144461459928534	0.0	0.8455506307534947	0.0	2.6585858585858584	0.0	0.5480769230769231	0.5208333333333333	0.933582288610296	1.6571315841388834	4.006748207507381	0.4784688995215311	4.633833973687274	0.8336420896628381	0.0	0.0	1.286990019261075	0.24713839750260144	0.8596448943520527	0.0	0.0	1.228668941979522	3.550508399646331	1.8653053210288633	2.580375200502127	0.0	1.465201465201465	0.46328468844104703	0.0	0.017400382808421787	4.78889968685887	0.0	0.0	0.4693675889328063	1.26025980740645	0.798600547611804	0.0	0.0	9.04939809049398	0.0	0.5301748448956571	1.5151515151515151	0.0	0.0	0.8130081300813009	0.0	0.0	0.0	1.0416666666666665	0.0	0.0	0.0	0.0	0.0	2.693842645381984	0.0	1.4938379185858335	1.354941551540914	4.766187050359712	0.0	2.4257592530201664	1.1342984270226233	2.763646363261378	1.7833143802336402	2.3052064631956912	0.16759776536312848	2.1505376344086025	3.896894662066166	4.078745726747613	0.0463821892393321	2.1621956508270865	2.6877470355731226	1.9067396639607326	0.0	2.8735632183908044	0.0	6.171010197855836	0.0	7.344632768361582	0.0	94.80595960190801	95.31658110420607	1.7969451931716083	0.2127659574468085	0.539568345323741	4.081809515555941	5.93681917211329	8.49056603773585	0.5291005291005291	2.7226728776805076	0.0	0.0	0.0	4.085656016315432	0.0	0.9345794392523363	3.9832285115303985	2.711585866885785	2.908832919474991	1.3739802490339201	0.5226480836236934	0.9090909090909091	1.4904635594290767	2.1694789541998887	0.12317799219872716	0.8403361344537815	1.4834310324201458	1.9853141147674735	2.1673891297099033	0.0	1.7948717948717947	0.19011406844106463	1.4072119613016711	0.02416626389560174	1.531058617672791	1.3793103448275863	0.5524861878453038	0.796812749003984	2.753712871287129	4.9476367433432635	5.586491013626691
%_of_all_Rotifers_reads_in_lib	4.874551971326166	33.786520104136535	0.0	0.0	2.3919941420551623	18.872444178287278	0.1609565417337319	36.51202117491361	1.8320449009848565	25.96814335490294	44.32560903149139	75.90430946725483	2.3725553061878806	4.455645640647662	22.861150070126225	35.240217929668155	0.0691085003455425	0.06598917777484492	0.8403361344537815	2.914389799635701	0.0	28.422053231939167	4.499246987951807	62.5	0.7279786459597185	18.734047983665135	1.7664287021782903	16.638254347084896	2.8241335044929397	42.87676767676768	3.51057928520485	3.5384615384615383	2.1875	8.522272606028274	7.121720260406391	6.157739350485027	8.845839654568795	48.026545581557805	5.316783994071878	3.085714285714286	3.184550454022254	2.4426545263526527	15.751821019771073	39.061621274202615	0.0	0.0	7.3492605233219575	56.11184792219275	15.099155703907325	33.48908571030058	23.521535371568845	41.564625850340136	1.2277044243687747	1.8158783783783783	1.0788237341221507	28.328474246841594	4.3067846607669615	0.0	0.8152173913043478	15.37516965035869	0.9507149376331001	1.1840688912809472	3.2643118148599273	18.783727687837278	0.0	31.302876480541453	0.0	0.0	0.0	4.0650406504065035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.147697654213728	2.4229074889867843	24.422748004561004	1.805792163543441	35.91435329266774	3.0552603613177474	43.91486810551559	1.112307140294223	11.223949559609183	0.5326815817509557	13.543242128420186	1.3749612322960818	10.190305206463195	0.5985634477254589	42.83023310572169	4.424599147554293	26.818342567487917	0.13493000505987518	21.423703611919954	88.57707509881423	95.63904096658486	0.0	31.321839080459768	0.6447942347809597	44.20814085243616	0.0	50.282485875706215	0.0	1.8314586891231377	1.7923083851211385	6.738544474393531	8.404255319148936	9.532374100719425	14.134673715226622	5.909586056644881	4.113207547169812	1.0525118051999773	12.49698819371938	4.1522491349480966	6.461538461538462	5.747126436781609	10.407885791978245	0.0	4.859813084112149	7.127882599580712	7.8882497945768275	15.182688896771904	10.863031343924431	7.317073170731707	5.2727272727272725	12.264746747505368	4.746894122010013	2.7099158283719977	2.2738507167572912	6.579734417992583	3.725863475659505	10.936978992997666	4.048582995951417	21.666666666666668	5.7034220532319395	6.156552330694811	2.6341227646205896	7.5678040244969385	4.137931034482759	7.18232044198895	2.788844621513944	8.91089108910891	90.69438899296705	89.01715786137898
